FID,the_geom,LAYER,ROAD_TYPE
roadsnew_lines.261,"MULTILINESTRING ((-61.30622799840407 15.540205119808345, -61.306453033988596 15.540276093228005, -61.30679050506624 15.54039769583186, -61.30709994684761 15.540515682461132, -61.30825273513148 15.540871362042331, -61.308584592470865 15.54100289959002, -61.30882117805307 15.541047029263662, -61.30894907002741 15.541038942517547, -61.30906565087585 15.540888710968538, -61.30931808411857 15.54051887763098, -61.30936845725179 15.540458813597985, -61.30961780829086 15.540466770104535, -61.309764306362396 15.540470915515014, -61.309878722937306 15.54051429651469, -61.30995186109939 15.540577763068308, -61.309928371196094 15.54066259118805, -61.30990845778297 15.540738945899314, -61.30998252480733 15.54068850865536, -61.31010689847007 15.540490542713668, -61.310171122943835 15.54035672197787, -61.310204967952025 15.540292375121625, -61.31021944023473 15.54023808079528, -61.310177880648126 15.54017315614541, -61.310211697898474 15.540112209397801, -61.31026659982611 15.540046323708113, -61.310328917994745 15.539931190088835, -61.31033487170682 15.539846227541425, -61.31035447996054 15.539807274018207, -61.310587050901425 15.539743242262775, -61.3109407601678 15.539867747679994, -61.31107970365704 15.540047923713841, -61.31148712554605 15.539929247439325, -61.31171713768108 15.539816376764412, -61.31181343620722 15.539788456037652, -61.31193923486298 15.539767925554077, -61.31216115695342 15.53974096620977, -61.312384328542635 15.539787452124534, -61.312606585991524 15.539719299126656, -61.312756750750395 15.539655967706592, -61.31290713408997 15.539565771038575, -61.313057386119596 15.539491693337315, -61.31311342043956 15.539416894877128, -61.313153002989175 15.539320477113959, -61.31314837901639 15.539207601133839, -61.31306629537351 15.539078012589089, -61.31298957911223 15.538969958527616, -61.31287925989606 15.538904634289965))",Unknown Line Type,Tertiary_road
roadsnew_lines.262,"MULTILINESTRING ((-61.31035447996054 15.539807274018207, -61.310042886072075 15.539859297429958, -61.30956003135267 15.540002944182273, -61.30916145948415 15.540133634743501, -61.30886582017092 15.540258313259336))",Unknown Line Type,Tertiary_road
roadsnew_lines.263,"MULTILINESTRING ((-61.30443229383596 15.538236695966592, -61.30455383859412 15.538145329605648, -61.30463151484106 15.538082454095646, -61.30471358917054 15.538053615544825, -61.30500152705755 15.538012757869986, -61.30517465729861 15.538000487052754, -61.30536905275288 15.53796117693214, -61.305458641528624 15.537871190070934, -61.30553190063038 15.537776543951578, -61.30570786898465 15.537703088735231, -61.3059670453265 15.53774815024665, -61.306429765641575 15.537778906314077, -61.30657281527897 15.537727866418164, -61.306825403484346 15.537720738088375, -61.30692649691402 15.537653507691207, -61.30696941564466 15.5375518274783, -61.30697470272619 15.537477060974961, -61.306975572785745 15.537370524225867, -61.30695163696815 15.53722355992286, -61.30691052326938 15.537104233058562, -61.306904230984756 15.537015776382558, -61.30684641231273 15.53674689601559))",Unknown Line Type,Tertiary_road
roadsnew_lines.264,"MULTILINESTRING ((-61.30612651408444 15.53902906825072, -61.306238537646585 15.538996578813506, -61.30629498561576 15.538956208475646, -61.306375129478475 15.538877483120741, -61.306415562522425 15.538793919031107, -61.30650459572663 15.538771933897216, -61.30661094004459 15.538634470721115, -61.306717598989906 15.538458472917979, -61.30676272652076 15.538372677902295, -61.30685914410692 15.538305411673106, -61.30700247173483 15.538220370438495, -61.30715268397256 15.538151250111948, -61.3072813349666 15.538145436881143, -61.30740506915692 15.538169055304198, -61.30751449717641 15.538226567105506, -61.307651926960524 15.538291094369214, -61.30775228028164 15.53831453320066, -61.30785272614727 15.538326638287694, -61.307946509268035 15.538295621451356, -61.30804049587873 15.538239670427565, -61.308134500941485 15.538181452617817, -61.308188869246635 15.538109329428886, -61.3082385243163 15.538041703835221, -61.30831439788178 15.537913073493867, -61.308328999897924 15.537842912127376, -61.3083223740574 15.537795256770211, -61.30833237385629 15.537715992572048))",Unknown Line Type,Tertiary_road
roadsnew_lines.265,"MULTILINESTRING ((-61.30846120192277 15.537699774390008, -61.30833237385629 15.537715992572048, -61.30791123912803 15.537746765350551, -61.30745873851359 15.537800721062492, -61.307212385076426 15.537807897963509, -61.30682245568224 15.53783512999147, -61.306429765641575 15.537778906314077))",Unknown Line Type,Tertiary_road
roadsnew_lines.266,"MULTILINESTRING ((-61.2980541195846 15.53403428301414, -61.298034840632056 15.533826288216448, -61.29793855738874 15.533402395753962, -61.29783482147516 15.532873665861608, -61.29781632135253 15.532595453364541, -61.29783925377368 15.532333680510146, -61.29789505203517 15.531992568756198, -61.297987266134164 15.531772637795918, -61.298078959166205 15.531616175214623, -61.29821083040491 15.531502337454356, -61.29828649000897 15.531400156061636, -61.29839948332592 15.531307330054572, -61.29844065357087 15.531229062595106, -61.29862616388205 15.531037053217554, -61.29876130054433 15.530905105244857, -61.29884282248129 15.530848306299573, -61.29890296918548 15.530736937538277, -61.298934588787446 15.530682776319194, -61.298990973574355 15.530649963509074, -61.29909701270081 15.530644735951432, -61.29916871151851 15.53064528863912, -61.2992769014322 15.530757955068811, -61.299431975526176 15.530855870306032, -61.299655223709706 15.530908973317668, -61.299757873096716 15.530936966836077, -61.29983298669443 15.530901275623561, -61.29985542238031 15.530731432837399, -61.29990741595166 15.530663827186787, -61.299975664046706 15.530609948009754, -61.30008139450247 15.530547290076898, -61.30020777681646 15.530532395573758, -61.30031762590116 15.530537775525051, -61.300441242983716 15.53057499773603, -61.300552965776674 15.530637063910499, -61.30064602172675 15.53069445251735, -61.30067473029942 15.530708304559072))",Unknown Line Type,Secondary_road
roadsnew_lines.267,"MULTILINESTRING ((-61.29753703988765 15.530290332817598, -61.29733061164521 15.530255477281854, -61.29715726651453 15.530223536819166, -61.297061326611 15.530161590843003, -61.296986400814816 15.530103207326025, -61.29690487986044 15.529993768249538, -61.29682860551466 15.529886069800716, -61.29673163833158 15.529735707745976, -61.296681094154785 15.529697914196706, -61.296601809985596 15.52974320634127, -61.296552195561375 15.529805729042335, -61.296504348563765 15.529866565219539, -61.2964496271879 15.529910346769752, -61.29638292455962 15.52991833256568, -61.29618532427694 15.529850500878705, -61.29594098638759 15.529750634862273, -61.29579209995003 15.529658810168193, -61.29561849862033 15.529539592033608, -61.29554405553812 15.529493679602684))",Unknown Line Type,Tertiary_road
roadsnew_lines.268,"MULTILINESTRING ((-61.296635790469935 15.53369417950832, -61.29652046970961 15.5340381234204, -61.2963634027499 15.534372407474162, -61.29624167548575 15.534389602348103, -61.29613801031663 15.534769636021347))",Unknown Line Type,Tertiary_road
roadsnew_lines.269,"MULTILINESTRING ((-61.29839948332592 15.531307330054572, -61.298354092111936 15.531096206782804, -61.298287599430196 15.530967741533011, -61.2980519462331 15.53081177653852, -61.297821907964504 15.530731417086907, -61.297682545558466 15.530618509522691, -61.29759961139216 15.530509731418238, -61.297534607768156 15.530326536694087, -61.2975472352196 15.530138567600185, -61.297604727152475 15.529886464684711, -61.29761207716093 15.529666214878993, -61.297580633820836 15.52944566578162, -61.297426386771534 15.529331635802262, -61.29736639620337 15.529212959688097))",Unknown Line Type,Secondary_road
roadsnew_lines.270,"MULTILINESTRING ((-61.29736639620337 15.529212959688097, -61.29738650531963 15.529080339797652, -61.297440789634614 15.528923588744412, -61.297475551386164 15.528866429481187, -61.29770662922852 15.528819852196648, -61.29790621149064 15.528812324211522, -61.29803090390978 15.528813285954758, -61.29803842803879 15.528656174052914, -61.29800243385342 15.528483614017729, -61.29793855757967 15.5282896814408, -61.29777458061079 15.528137291729985, -61.29758534305788 15.52802399952908, -61.29745209302435 15.527926251617554, -61.29721619567804 15.527800509163812, -61.29722020607751 15.527691730185149, -61.2972161546176 15.527425719110841, -61.29722298458268 15.527353231858312, -61.2974114853216 15.527176358789, -61.297514951005304 15.527104617012029, -61.29757905763054 15.526890514140566, -61.297579776880895 15.52680286723065, -61.29758069453852 15.526691041861765, -61.2975724091681 15.526561010510658, -61.29753005700091 15.526403513887958, -61.29746910046873 15.526233783752733, -61.297407623160815 15.526127522058848, -61.297358143713325 15.526078780380507))",Unknown Line Type,Tertiary_road
roadsnew_lines.271,"MULTILINESTRING ((-61.2972161546176 15.527425719110841, -61.29736551160348 15.527460118935762, -61.29757100467177 15.527491929214237, -61.29775821568224 15.527472215815816, -61.29807731987988 15.527335641967, -61.29827774366781 15.5272253550211))",Unknown Line Type,Tertiary_road
roadsnew_lines.272,"MULTILINESTRING ((-61.29827774366781 15.5272253550211, -61.298514520035646 15.527096910479234, -61.299203705406065 15.52685863163524, -61.29962676402703 15.526632629186494, -61.29998965228274 15.526535122452017, -61.30063238734784 15.526554401242148, -61.30121694842475 15.526458599154232, -61.30157989454773 15.526353925693924, -61.30192900033852 15.526134513831241, -61.30215424965261 15.525699214904725, -61.30217184185151 15.525355456321213, -61.302007873343506 15.524623420419536, -61.30209865237077 15.524366198293151, -61.30231475156767 15.52414576228036, -61.30234794170708 15.5237018211514, -61.30177881012465 15.522816215186522, -61.30169389469524 15.522357036688657, -61.30171090050277 15.522084918151219))",Unknown Line Type,Tertiary_road
roadsnew_lines.273,"MULTILINESTRING ((-61.30067473029942 15.530708304559072, -61.300829532883384 15.530782262674467, -61.30097900037723 15.530803563662058, -61.30102554671171 15.53070317199695, -61.3010111325928 15.530433050807046, -61.30100361193621 15.530336272825458, -61.30103003607371 15.530155126143482, -61.30104738806023 15.530066599675743, -61.301047652130535 15.530034361682924, -61.301048345312104 15.529949736951318, -61.30105128303448 15.52959108927174, -61.301173073885785 15.52943888680268, -61.30144080162425 15.52923138757042, -61.30154098490926 15.529179768637707, -61.30171990933031 15.529156965698188, -61.30200670295357 15.529159172695158, -61.30211856371129 15.529204363469633, -61.30239608815254 15.529323368818647, -61.30265711909994 15.529426126954593, -61.30278418804321 15.529644724678066, -61.303027011291526 15.529940782713267, -61.3032969166815 15.529975098311645, -61.30355158071029 15.529840036082904, -61.30377018758268 15.529539466018816, -61.30384549782238 15.529479594784451, -61.30443237950678 15.52938335487487, -61.30469842458375 15.529381368960168, -61.304934452513294 15.529491992438793, -61.30508820796884 15.529497203490193, -61.30528942934539 15.529289188392209, -61.305429324345276 15.528955771784192, -61.305571795213524 15.528815815382723, -61.30583800426173 15.528793679221591, -61.30613268306471 15.528848331509296, -61.30622287416012 15.529002164281792, -61.30632563341068 15.529144003451938, -61.30676549225709 15.529236039312547, -61.30712030270345 15.52905338090252, -61.30725795847003 15.528993986669393, -61.30781418723191 15.528834514686421, -61.308401630238784 15.528839018588796, -61.30876887695855 15.528735949735019, -61.30917589140268 15.528714132947272, -61.30963933175781 15.528654210568988, -61.30999945693483 15.528647901266385, -61.31026637621921 15.528602340638539, -61.31042567378911 15.528565023261963, -61.31080036983645 15.528375432068108))",Unknown Line Type,Tertiary_road
roadsnew_lines.274,"MULTILINESTRING ((-61.30105128303448 15.52959108927174, -61.30104745054372 15.528622699669882, -61.30083977309771 15.52831541746729, -61.3003547732745 15.528184314605452, -61.30029284859517 15.527725312924359, -61.300320373352406 15.527572683330057, -61.30040127781226 15.527318570428388, -61.30052232107046 15.52697560896421, -61.30043419935888 15.526908062162132, -61.300050512957796 15.526838238909967, -61.29998965228274 15.526535122452017))",Unknown Line Type,Tertiary_road
roadsnew_lines.296,"MULTILINESTRING ((-61.320707618256506 15.533729484929754, -61.32084996576225 15.533663212046205, -61.32110829851547 15.5333977030333, -61.32133831010123 15.532979135218033, -61.321650233274845 15.532179082764108, -61.32189365010966 15.531321192450559, -61.32204746526251 15.530577252535073, -61.32227542255335 15.529193845816591, -61.32235918599314 15.528583110385872, -61.32240323045555 15.528010283686456, -61.3224658976987 15.527571336188975, -61.32250185115552 15.527365965367649, -61.322533012311254 15.527221535876128))",Unknown Line Type,Tertiary_road
roadsnew_lines.297,"MULTILINESTRING ((-61.32260448260519 15.527245238606389, -61.32266541610475 15.527271830892241, -61.32266151678691 15.527368522283563, -61.32261684778872 15.52749512912469, -61.32268170079813 15.52757118533769, -61.322740441371245 15.527632082419883, -61.32288342329525 15.527684552097353, -61.32311054890918 15.52774068359883, -61.32342812627365 15.52779145699513, -61.32363063102008 15.52780810800429))",Unknown Line Type,Tertiary_road
roadsnew_lines.298,"MULTILINESTRING ((-61.317360229566475 15.523625100663775, -61.31741709951741 15.52363422784809, -61.31749031995547 15.523606095570631, -61.31751736935011 15.523554659049163, -61.3175188208995 15.523497289342249, -61.317510354960056 15.5234465384679, -61.317494068241935 15.523387120867982, -61.317468026882125 15.523314240070517))",Unknown Line Type,Tertiary_road
roadsnew_lines.299,"MULTILINESTRING ((-61.317468026882125 15.523314240070517, -61.31744149081017 15.523264475030091, -61.31736950186102 15.523221847075702, -61.31728013756615 15.52321351511064, -61.317213253942775 15.523190052948367, -61.317159448880574 15.523175616367311, -61.31710452520741 15.523136943813114, -61.31703250535739 15.523098140907079, -61.31687220891119 15.523079066964371, -61.316709499526915 15.523033196823754, -61.316587413238864 15.523005488150764))",Unknown Line Type,Tertiary_road
roadsnew_lines.275,"MULTILINESTRING ((-61.320976448479485 15.51832498631929, -61.321035760941925 15.518700231306651, -61.32102552525855 15.518937925996285, -61.32105610251572 15.519268622004573, -61.321049338496806 15.519590973975706, -61.32103488119755 15.519836696627959, -61.32094103054257 15.520134206053593, -61.32084691875337 15.520463953756195, -61.320828761199536 15.520653227622375, -61.32081014712911 15.520898918592094, -61.320808386459355 15.521116527447568, -61.320811368976024 15.521261631628443, -61.320801034781944 15.521511415597246, -61.32088733929782 15.52163297327483, -61.320923833254554 15.521746092003523, -61.32093038525552 15.521963764079535, -61.320865562282165 15.522269554181937, -61.320809508266066 15.52251899036689, -61.320725468443804 15.522631192241189, -61.32048234603122 15.52288323521965, -61.320315081106266 15.52300689380928, -61.320122943145975 15.523122302891565, -61.31990154739781 15.523257639302376, -61.31983007372311 15.523357846280408, -61.31968368771544 15.523469573116927, -61.3195416863564 15.523553122950736, -61.31946618659384 15.523637178979756, -61.31928557011202 15.523869546045706, -61.31912183983069 15.524069801209395, -61.319054293328485 15.524198248036285, -61.319073051111445 15.524448253201166, -61.31913808403015 15.52463010012294, -61.31919503280186 15.524783675210974, -61.31921833885491 15.5249853545575, -61.31912503756683 15.52521435618258, -61.31883089046368 15.525607059525477, -61.3186750464847 15.525859764703183, -61.31852375043624 15.526064143948998, -61.318372519407035 15.526260463484535, -61.3182881173102 15.52641699176367, -61.31825729110671 15.526630348741381, -61.31818859969025 15.52689983765134, -61.3180645349886 15.527334135940821, -61.31790443415231 15.527598897993146, -61.31765187813059 15.527987886140032, -61.31756289334518 15.528196769503989, -61.317407241760414 15.528425294679504, -61.317264745677605 15.528569289337009, -61.31706013146146 15.528684599932237, -61.31685172026562 15.52875555100311, -61.31668133838081 15.528750221355649, -61.31645623579515 15.528829104772838, -61.31636001588582 15.528904941270548, -61.31626762525606 15.529021107245466, -61.316128990041086 15.529201400785174, -61.3160406247416 15.529333717475946, -61.315914752975765 15.529477837969546, -61.315738348957716 15.529702173275247, -61.315606202181044 15.529840657135045, -61.31550027350761 15.529928257278709, -61.31539108626379 15.52998522945275, -61.315137282270214 15.530143107471709, -61.31504184672018 15.530234187818929, -61.314902200269586 15.530370835027988, -61.31478401023866 15.53045664096466, -61.31467496068525 15.530496612110777, -61.31455017088951 15.530531362464343, -61.31443403811252 15.53057978021615, -61.31427743621029 15.53064489040555, -61.314113498604776 15.530776906234914))",Unknown Line Type,Tertiary_road
