FID,the_geom,ID,GRIDCODE
wind_5c.22,"MULTIPOLYGON (((666792.75 1729659.75, 667092.75 1729659.75, 667092.75 1729599.75, 667122.75 1729599.75, 667122.75 1729569.75, 667152.75 1729569.75, 667152.75 1729539.75, 667182.75 1729539.75, 667182.75 1729509.75, 667242.75 1729509.75, 667242.75 1729479.75, 667272.75 1729479.75, 667272.75 1729299.75, 667302.75 1729299.75, 667302.75 1729239.75, 667332.75 1729239.75, 667332.75 1729209.75, 667392.75 1729209.75, 667392.75 1729179.75, 667422.75 1729179.75, 667422.75 1729149.75, 667482.75 1729149.75, 667482.75 1729119.75, 667512.75 1729119.75, 667512.75 1729059.75, 667542.75 1729059.75, 667542.75 1728969.75, 667572.75 1728969.75, 667572.75 1728909.75, 667602.75 1728909.75, 667602.75 1728879.75, 667632.75 1728879.75, 667632.75 1728849.75, 667752.75 1728849.75, 667752.75 1728819.75, 667842.75 1728819.75, 667842.75 1728789.75, 667872.75 1728789.75, 667872.75 1728759.75, 667902.75 1728759.75, 667902.75 1728699.75, 667932.75 1728699.75, 667932.75 1728669.75, 667962.75 1728669.75, 667962.75 1728609.75, 668022.75 1728609.75, 668022.75 1728579.75, 668112.75 1728579.75, 668112.75 1728609.75, 668172.75 1728609.75, 668172.75 1728639.75, 668202.75 1728639.75, 668202.75 1728669.75, 668262.75 1728669.75, 668262.75 1728699.75, 668322.75 1728699.75, 668322.75 1728729.75, 668442.75 1728729.75, 668442.75 1728699.75, 668502.75 1728699.75, 668502.75 1728669.75, 668532.75 1728669.75, 668532.75 1728639.75, 668592.75 1728639.75, 668592.75 1728609.75, 668652.75 1728609.75, 668652.75 1728579.75, 668952.75 1728579.75, 668952.75 1728549.75, 669012.75 1728549.75, 669012.75 1728519.75, 669042.75 1728519.75, 669042.75 1728459.75, 669072.75 1728459.75, 669072.75 1728429.75, 669102.75 1728429.75, 669102.75 1728369.75, 669132.75 1728369.75, 669132.75 1728309.75, 669162.75 1728309.75, 669162.75 1728279.75, 669222.75 1728279.75, 669222.75 1728249.75, 669282.75 1728249.75, 669282.75 1728219.75, 669342.75 1728219.75, 669342.75 1728129.75, 669372.75 1728129.75, 669372.75 1728039.75, 669342.75 1728039.75, 669342.75 1727979.75, 669312.75 1727979.75, 669312.75 1727919.75, 669282.75 1727919.75, 669282.75 1727889.75, 669222.75 1727889.75, 669222.75 1727859.75, 669132.75 1727859.75, 669132.75 1727829.75, 669102.75 1727829.75, 669102.75 1727859.75, 669072.75 1727859.75, 669072.75 1727829.75, 668832.75 1727829.75, 668832.75 1727799.75, 668742.75 1727799.75, 668742.75 1727769.75, 668682.75 1727769.75, 668682.75 1727739.75, 668532.75 1727739.75, 668532.75 1727769.75, 668352.75 1727769.75, 668352.75 1727739.75, 668292.75 1727739.75, 668292.75 1727709.75, 668202.75 1727709.75, 668202.75 1727679.75, 668142.75 1727679.75, 668142.75 1727709.75, 667932.75 1727709.75, 667932.75 1727739.75, 667752.75 1727739.75, 667752.75 1727769.75, 667632.75 1727769.75, 667632.75 1727739.75, 667572.75 1727739.75, 667572.75 1727709.75, 667512.75 1727709.75, 667512.75 1727679.75, 667422.75 1727679.75, 667422.75 1727649.75, 667272.75 1727649.75, 667272.75 1727619.75, 667182.75 1727619.75, 667182.75 1727589.75, 667122.75 1727589.75, 667122.75 1727559.75, 667062.75 1727559.75, 667062.75 1727529.75, 667032.75 1727529.75, 667032.75 1727499.75, 667002.75 1727499.75, 667002.75 1727469.75, 666942.75 1727469.75, 666942.75 1727409.75, 666912.75 1727409.75, 666912.75 1727379.75, 666882.75 1727379.75, 666882.75 1727349.75, 666822.75 1727349.75, 666822.75 1727319.75, 666642.75 1727319.75, 666642.75 1727349.75, 666612.75 1727349.75, 666612.75 1727379.75, 666582.75 1727379.75, 666582.75 1727409.75, 666552.75 1727409.75, 666552.75 1727439.75, 666522.75 1727439.75, 666522.75 1727829.75, 666492.75 1727829.75, 666492.75 1727889.75, 666462.75 1727889.75, 666462.75 1727919.75, 666432.75 1727919.75, 666432.75 1727949.75, 666402.75 1727949.75, 666402.75 1727979.75, 666342.75 1727979.75, 666342.75 1728009.75, 666252.75 1728009.75, 666252.75 1728039.75, 666222.75 1728039.75, 666222.75 1728069.75, 666192.75 1728069.75, 666192.75 1728129.75, 666162.75 1728129.75, 666162.75 1728279.75, 666342.75 1728279.75, 666342.75 1728249.75, 666402.75 1728249.75, 666402.75 1728279.75, 666612.75 1728279.75, 666612.75 1728309.75, 666672.75 1728309.75, 666672.75 1728339.75, 666732.75 1728339.75, 666732.75 1728369.75, 666792.75 1728369.75, 666792.75 1728399.75, 666822.75 1728399.75, 666822.75 1728429.75, 666852.75 1728429.75, 666852.75 1728489.75, 666882.75 1728489.75, 666882.75 1728639.75, 666852.75 1728639.75, 666852.75 1728759.75, 666822.75 1728759.75, 666822.75 1728909.75, 666792.75 1728909.75, 666792.75 1728969.75, 666762.75 1728969.75, 666762.75 1729029.75, 666732.75 1729029.75, 666732.75 1729089.75, 666762.75 1729089.75, 666762.75 1729149.75, 666792.75 1729149.75, 666792.75 1729179.75, 666822.75 1729179.75, 666822.75 1729269.75, 666792.75 1729269.75, 666792.75 1729659.75), (667482.75 1727949.75, 667482.75 1727979.75, 667572.75 1727979.75, 667572.75 1728009.75, 667602.75 1728009.75, 667602.75 1728039.75, 667662.75 1728039.75, 667662.75 1728069.75, 667782.75 1728069.75, 667782.75 1728099.75, 667812.75 1728099.75, 667812.75 1728129.75, 667842.75 1728129.75, 667842.75 1728219.75, 667872.75 1728219.75, 667872.75 1728249.75, 667902.75 1728249.75, 667902.75 1728279.75, 667932.75 1728279.75, 667932.75 1728399.75, 667902.75 1728399.75, 667902.75 1728429.75, 667872.75 1728429.75, 667872.75 1728459.75, 667842.75 1728459.75, 667842.75 1728489.75, 667812.75 1728489.75, 667812.75 1728519.75, 667692.75 1728519.75, 667692.75 1728549.75, 667572.75 1728549.75, 667572.75 1728579.75, 667542.75 1728579.75, 667542.75 1728609.75, 667482.75 1728609.75, 667482.75 1728639.75, 667422.75 1728639.75, 667422.75 1728669.75, 667392.75 1728669.75, 667392.75 1728699.75, 667362.75 1728699.75, 667362.75 1728729.75, 667332.75 1728729.75, 667332.75 1728759.75, 667302.75 1728759.75, 667302.75 1728819.75, 667272.75 1728819.75, 667272.75 1728849.75, 667212.75 1728849.75, 667212.75 1728609.75, 667182.75 1728609.75, 667182.75 1728549.75, 667152.75 1728549.75, 667152.75 1728519.75, 667122.75 1728519.75, 667122.75 1728459.75, 667092.75 1728459.75, 667092.75 1728399.75, 667062.75 1728399.75, 667062.75 1728309.75, 667032.75 1728309.75, 667032.75 1728189.75, 667062.75 1728189.75, 667062.75 1728159.75, 667122.75 1728159.75, 667122.75 1728129.75, 667152.75 1728129.75, 667152.75 1728099.75, 667212.75 1728099.75, 667212.75 1728069.75, 667242.75 1728069.75, 667242.75 1728039.75, 667302.75 1728039.75, 667302.75 1728009.75, 667332.75 1728009.75, 667332.75 1727979.75, 667452.75 1727979.75, 667452.75 1727949.75, 667482.75 1727949.75)))",18,4
wind_5c.23,"MULTIPOLYGON (((671052.75 1727139.75, 671052.75 1727169.75, 671082.75 1727169.75, 671082.75 1727139.75, 671052.75 1727139.75)))",19,2
wind_5c.24,"MULTIPOLYGON (((666372.75 1727109.75, 666282.75 1727109.75, 666282.75 1727169.75, 666252.75 1727169.75, 666252.75 1727349.75, 666372.75 1727349.75, 666372.75 1727319.75, 666402.75 1727319.75, 666402.75 1727169.75, 666372.75 1727169.75, 666372.75 1727109.75)))",20,2
wind_5c.25,"MULTIPOLYGON (((670092.75 1726989.75, 669972.75 1726989.75, 669972.75 1727019.75, 669942.75 1727019.75, 669942.75 1727079.75, 669972.75 1727079.75, 669972.75 1727109.75, 670002.75 1727109.75, 670002.75 1727139.75, 670062.75 1727139.75, 670062.75 1727109.75, 670122.75 1727109.75, 670122.75 1727079.75, 670152.75 1727079.75, 670152.75 1727019.75, 670092.75 1727019.75, 670092.75 1726989.75)))",21,3
wind_5c.26,"MULTIPOLYGON (((665322.75 1726419.75, 665292.75 1726419.75, 665292.75 1726449.75, 665232.75 1726449.75, 665232.75 1726479.75, 665172.75 1726479.75, 665172.75 1726509.75, 665112.75 1726509.75, 665112.75 1726539.75, 665052.75 1726539.75, 665052.75 1726569.75, 665022.75 1726569.75, 665022.75 1726599.75, 664992.75 1726599.75, 664992.75 1726629.75, 664962.75 1726629.75, 664962.75 1726659.75, 665022.75 1726659.75, 665022.75 1726689.75, 665172.75 1726689.75, 665172.75 1726659.75, 665352.75 1726659.75, 665352.75 1726629.75, 665382.75 1726629.75, 665382.75 1726599.75, 665412.75 1726599.75, 665412.75 1726569.75, 665442.75 1726569.75, 665442.75 1726509.75, 665412.75 1726509.75, 665412.75 1726479.75, 665382.75 1726479.75, 665382.75 1726449.75, 665322.75 1726449.75, 665322.75 1726419.75)))",22,1
wind_5c.27,"MULTIPOLYGON (((667242.75 1726119.75, 667182.75 1726119.75, 667182.75 1726149.75, 667092.75 1726149.75, 667092.75 1726179.75, 667062.75 1726179.75, 667062.75 1726209.75, 667002.75 1726209.75, 667002.75 1726269.75, 666972.75 1726269.75, 666972.75 1726299.75, 666942.75 1726299.75, 666942.75 1726449.75, 666972.75 1726449.75, 666972.75 1726539.75, 667002.75 1726539.75, 667002.75 1726599.75, 667032.75 1726599.75, 667032.75 1726629.75, 667062.75 1726629.75, 667062.75 1726659.75, 667092.75 1726659.75, 667092.75 1726689.75, 667122.75 1726689.75, 667122.75 1726719.75, 667152.75 1726719.75, 667152.75 1726779.75, 667182.75 1726779.75, 667182.75 1726809.75, 667212.75 1726809.75, 667212.75 1726869.75, 667242.75 1726869.75, 667242.75 1726899.75, 667392.75 1726899.75, 667392.75 1726869.75, 667452.75 1726869.75, 667452.75 1726839.75, 667482.75 1726839.75, 667482.75 1726809.75, 667512.75 1726809.75, 667512.75 1726779.75, 667572.75 1726779.75, 667572.75 1726749.75, 667632.75 1726749.75, 667632.75 1726719.75, 667692.75 1726719.75, 667692.75 1726689.75, 667842.75 1726689.75, 667842.75 1726659.75, 667902.75 1726659.75, 667902.75 1726629.75, 667932.75 1726629.75, 667932.75 1726599.75, 667962.75 1726599.75, 667962.75 1726539.75, 667992.75 1726539.75, 667992.75 1726509.75, 667962.75 1726509.75, 667962.75 1726449.75, 667932.75 1726449.75, 667932.75 1726419.75, 667872.75 1726419.75, 667872.75 1726389.75, 667812.75 1726389.75, 667812.75 1726359.75, 667722.75 1726359.75, 667722.75 1726329.75, 667632.75 1726329.75, 667632.75 1726299.75, 667542.75 1726299.75, 667542.75 1726269.75, 667452.75 1726269.75, 667452.75 1726239.75, 667422.75 1726239.75, 667422.75 1726209.75, 667362.75 1726209.75, 667362.75 1726179.75, 667302.75 1726179.75, 667302.75 1726149.75, 667242.75 1726149.75, 667242.75 1726119.75)))",23,5
wind_5c.28,"MULTIPOLYGON (((669132.75 1724739.75, 669012.75 1724739.75, 669012.75 1724769.75, 668982.75 1724769.75, 668982.75 1724799.75, 668892.75 1724799.75, 668892.75 1724829.75, 668832.75 1724829.75, 668832.75 1724859.75, 668802.75 1724859.75, 668802.75 1724889.75, 668982.75 1724889.75, 668982.75 1724859.75, 669072.75 1724859.75, 669072.75 1724799.75, 669102.75 1724799.75, 669102.75 1724769.75, 669132.75 1724769.75, 669132.75 1724739.75)))",40,1
wind_5c.29,"MULTIPOLYGON (((670482.75 1724709.75, 670422.75 1724709.75, 670422.75 1724739.75, 670392.75 1724739.75, 670392.75 1724769.75, 670362.75 1724769.75, 670362.75 1724889.75, 670392.75 1724889.75, 670392.75 1724919.75, 670482.75 1724919.75, 670482.75 1724889.75, 670512.75 1724889.75, 670512.75 1724859.75, 670542.75 1724859.75, 670542.75 1724739.75, 670482.75 1724739.75, 670482.75 1724709.75)))",41,1
wind_5c.30,"MULTIPOLYGON (((672462.75 1724619.75, 672402.75 1724619.75, 672402.75 1724649.75, 672372.75 1724649.75, 672372.75 1724829.75, 672402.75 1724829.75, 672402.75 1724859.75, 672432.75 1724859.75, 672432.75 1724889.75, 672462.75 1724889.75, 672462.75 1724859.75, 672492.75 1724859.75, 672492.75 1724649.75, 672462.75 1724649.75, 672462.75 1724619.75)))",42,3
wind_5c.31,"MULTIPOLYGON (((671052.75 1727139.75, 671082.75 1727139.75, 671082.75 1727169.75, 671172.75 1727169.75, 671172.75 1727139.75, 671202.75 1727139.75, 671202.75 1727109.75, 671232.75 1727109.75, 671232.75 1727079.75, 671262.75 1727079.75, 671262.75 1727019.75, 671292.75 1727019.75, 671292.75 1726989.75, 671322.75 1726989.75, 671322.75 1726899.75, 671352.75 1726899.75, 671352.75 1726869.75, 671382.75 1726869.75, 671382.75 1726809.75, 671352.75 1726809.75, 671352.75 1726779.75, 671292.75 1726779.75, 671292.75 1726719.75, 671322.75 1726719.75, 671322.75 1726689.75, 671382.75 1726689.75, 671382.75 1726659.75, 671292.75 1726659.75, 671292.75 1726629.75, 671202.75 1726629.75, 671202.75 1726599.75, 670992.75 1726599.75, 670992.75 1726569.75, 670782.75 1726569.75, 670782.75 1726539.75, 670752.75 1726539.75, 670752.75 1726509.75, 670722.75 1726509.75, 670722.75 1726449.75, 670692.75 1726449.75, 670692.75 1726419.75, 670662.75 1726419.75, 670662.75 1726329.75, 670692.75 1726329.75, 670692.75 1726269.75, 670662.75 1726269.75, 670662.75 1726209.75, 670632.75 1726209.75, 670632.75 1726179.75, 670602.75 1726179.75, 670602.75 1726119.75, 670542.75 1726119.75, 670542.75 1726089.75, 670452.75 1726089.75, 670452.75 1726119.75, 670422.75 1726119.75, 670422.75 1726209.75, 670392.75 1726209.75, 670392.75 1726269.75, 670422.75 1726269.75, 670422.75 1726359.75, 670392.75 1726359.75, 670392.75 1726389.75, 670362.75 1726389.75, 670362.75 1726419.75, 670302.75 1726419.75, 670302.75 1726449.75, 670092.75 1726449.75, 670092.75 1726419.75, 669822.75 1726419.75, 669822.75 1726449.75, 669762.75 1726449.75, 669762.75 1726539.75, 669792.75 1726539.75, 669792.75 1726569.75, 669822.75 1726569.75, 669822.75 1726599.75, 670092.75 1726599.75, 670092.75 1726629.75, 670242.75 1726629.75, 670242.75 1726659.75, 670332.75 1726659.75, 670332.75 1726689.75, 670422.75 1726689.75, 670422.75 1726719.75, 670482.75 1726719.75, 670482.75 1726749.75, 670542.75 1726749.75, 670542.75 1726779.75, 670632.75 1726779.75, 670632.75 1726749.75, 670752.75 1726749.75, 670752.75 1726779.75, 670812.75 1726779.75, 670812.75 1726809.75, 670842.75 1726809.75, 670842.75 1726839.75, 670872.75 1726839.75, 670872.75 1726869.75, 670902.75 1726869.75, 670902.75 1726959.75, 670932.75 1726959.75, 670932.75 1727019.75, 670962.75 1727019.75, 670962.75 1727049.75, 670992.75 1727049.75, 670992.75 1727079.75, 671022.75 1727079.75, 671022.75 1727109.75, 671052.75 1727109.75, 671052.75 1727139.75)))",24,1
wind_5c.32,"MULTIPOLYGON (((668622.75 1726029.75, 668592.75 1726029.75, 668592.75 1726089.75, 668622.75 1726089.75, 668622.75 1726029.75)))",25,5
wind_5c.33,"MULTIPOLYGON (((671952.75 1725909.75, 672012.75 1725909.75, 672012.75 1725879.75, 672042.75 1725879.75, 672042.75 1725849.75, 672012.75 1725849.75, 672012.75 1725819.75, 671952.75 1725819.75, 671952.75 1725909.75)))",26,3
wind_5c.34,"MULTIPOLYGON (((670782.75 1727499.75, 670812.75 1727499.75, 670812.75 1727469.75, 670842.75 1727469.75, 670842.75 1727439.75, 670872.75 1727439.75, 670872.75 1727409.75, 670902.75 1727409.75, 670902.75 1727379.75, 670932.75 1727379.75, 670932.75 1727169.75, 670962.75 1727169.75, 670962.75 1727139.75, 670992.75 1727139.75, 670992.75 1727169.75, 671022.75 1727169.75, 671022.75 1727139.75, 671052.75 1727139.75, 671052.75 1727109.75, 671022.75 1727109.75, 671022.75 1727079.75, 670992.75 1727079.75, 670992.75 1727049.75, 670962.75 1727049.75, 670962.75 1727019.75, 670932.75 1727019.75, 670932.75 1726959.75, 670902.75 1726959.75, 670902.75 1726869.75, 670872.75 1726869.75, 670872.75 1726839.75, 670842.75 1726839.75, 670842.75 1726809.75, 670812.75 1726809.75, 670812.75 1726779.75, 670752.75 1726779.75, 670752.75 1726749.75, 670632.75 1726749.75, 670632.75 1726779.75, 670542.75 1726779.75, 670542.75 1726749.75, 670482.75 1726749.75, 670482.75 1726719.75, 670422.75 1726719.75, 670422.75 1726689.75, 670332.75 1726689.75, 670332.75 1726659.75, 670242.75 1726659.75, 670242.75 1726629.75, 670092.75 1726629.75, 670092.75 1726599.75, 669822.75 1726599.75, 669822.75 1726569.75, 669792.75 1726569.75, 669792.75 1726539.75, 669762.75 1726539.75, 669762.75 1726449.75, 669822.75 1726449.75, 669822.75 1726419.75, 670092.75 1726419.75, 670092.75 1726449.75, 670302.75 1726449.75, 670302.75 1726419.75, 670362.75 1726419.75, 670362.75 1726389.75, 670392.75 1726389.75, 670392.75 1726359.75, 670422.75 1726359.75, 670422.75 1726269.75, 670392.75 1726269.75, 670392.75 1726209.75, 670422.75 1726209.75, 670422.75 1726119.75, 670452.75 1726119.75, 670452.75 1726089.75, 670542.75 1726089.75, 670542.75 1726119.75, 670602.75 1726119.75, 670602.75 1726179.75, 670632.75 1726179.75, 670632.75 1726209.75, 670662.75 1726209.75, 670662.75 1726269.75, 670692.75 1726269.75, 670692.75 1726329.75, 670662.75 1726329.75, 670662.75 1726419.75, 670692.75 1726419.75, 670692.75 1726449.75, 670722.75 1726449.75, 670722.75 1726509.75, 670752.75 1726509.75, 670752.75 1726539.75, 670782.75 1726539.75, 670782.75 1726569.75, 670992.75 1726569.75, 670992.75 1726599.75, 671202.75 1726599.75, 671202.75 1726629.75, 671292.75 1726629.75, 671292.75 1726659.75, 671382.75 1726659.75, 671412.75 1726659.75, 671412.75 1726629.75, 671352.75 1726629.75, 671352.75 1726479.75, 671412.75 1726479.75, 671412.75 1726449.75, 671382.75 1726449.75, 671382.75 1726419.75, 671352.75 1726419.75, 671352.75 1726389.75, 671322.75 1726389.75, 671322.75 1726299.75, 671292.75 1726299.75, 671292.75 1726269.75, 671262.75 1726269.75, 671262.75 1726239.75, 671232.75 1726239.75, 671232.75 1726209.75, 671202.75 1726209.75, 671202.75 1726149.75, 671172.75 1726149.75, 671172.75 1726089.75, 671142.75 1726089.75, 671142.75 1726059.75, 671112.75 1726059.75, 671112.75 1725999.75, 671052.75 1725999.75, 671052.75 1725969.75, 670962.75 1725969.75, 670962.75 1725939.75, 670872.75 1725939.75, 670872.75 1725909.75, 670782.75 1725909.75, 670782.75 1725879.75, 670722.75 1725879.75, 670722.75 1725849.75, 670662.75 1725849.75, 670662.75 1725819.75, 670602.75 1725819.75, 670602.75 1725789.75, 670572.75 1725789.75, 670572.75 1725759.75, 670542.75 1725759.75, 670542.75 1725729.75, 670512.75 1725729.75, 670512.75 1725699.75, 670392.75 1725699.75, 670392.75 1725729.75, 670362.75 1725729.75, 670362.75 1725759.75, 670332.75 1725759.75, 670332.75 1725789.75, 670302.75 1725789.75, 670302.75 1725819.75, 670272.75 1725819.75, 670272.75 1725879.75, 670242.75 1725879.75, 670242.75 1725909.75, 670212.75 1725909.75, 670212.75 1725969.75, 670182.75 1725969.75, 670182.75 1725999.75, 670122.75 1725999.75, 670122.75 1726029.75, 670062.75 1726029.75, 670062.75 1726059.75, 670032.75 1726059.75, 670032.75 1726089.75, 669972.75 1726089.75, 669972.75 1726119.75, 669912.75 1726119.75, 669912.75 1726149.75, 669822.75 1726149.75, 669822.75 1726179.75, 669762.75 1726179.75, 669762.75 1726209.75, 669642.75 1726209.75, 669642.75 1726239.75, 669432.75 1726239.75, 669432.75 1726269.75, 669342.75 1726269.75, 669342.75 1726299.75, 669282.75 1726299.75, 669282.75 1726329.75, 669222.75 1726329.75, 669222.75 1726359.75, 669192.75 1726359.75, 669192.75 1726389.75, 669162.75 1726389.75, 669162.75 1726509.75, 669192.75 1726509.75, 669192.75 1726629.75, 669222.75 1726629.75, 669222.75 1726659.75, 669282.75 1726659.75, 669282.75 1726689.75, 669342.75 1726689.75, 669342.75 1726719.75, 669372.75 1726719.75, 669372.75 1726749.75, 669402.75 1726749.75, 669402.75 1726779.75, 669432.75 1726779.75, 669432.75 1726839.75, 669282.75 1726839.75, 669282.75 1726809.75, 669192.75 1726809.75, 669192.75 1726779.75, 669132.75 1726779.75, 669132.75 1726749.75, 669072.75 1726749.75, 669072.75 1726779.75, 668952.75 1726779.75, 668952.75 1726809.75, 668832.75 1726809.75, 668832.75 1726839.75, 668772.75 1726839.75, 668772.75 1726869.75, 668712.75 1726869.75, 668712.75 1726899.75, 668682.75 1726899.75, 668682.75 1726929.75, 668622.75 1726929.75, 668622.75 1726959.75, 668502.75 1726959.75, 668502.75 1726989.75, 668472.75 1726989.75, 668472.75 1727019.75, 668412.75 1727019.75, 668412.75 1727079.75, 668382.75 1727079.75, 668382.75 1727139.75, 668352.75 1727139.75, 668352.75 1727199.75, 668322.75 1727199.75, 668322.75 1727259.75, 668292.75 1727259.75, 668292.75 1727289.75, 668262.75 1727289.75, 668262.75 1727319.75, 668112.75 1727319.75, 668112.75 1727289.75, 668052.75 1727289.75, 668052.75 1727259.75, 667962.75 1727259.75, 667962.75 1727229.75, 667692.75 1727229.75, 667692.75 1727259.75, 667602.75 1727259.75, 667602.75 1727289.75, 667542.75 1727289.75, 667542.75 1727319.75, 667512.75 1727319.75, 667512.75 1727349.75, 667482.75 1727349.75, 667482.75 1727379.75, 667452.75 1727379.75, 667452.75 1727409.75, 667422.75 1727409.75, 667422.75 1727499.75, 667452.75 1727499.75, 667452.75 1727529.75, 667512.75 1727529.75, 667512.75 1727559.75, 667542.75 1727559.75, 667542.75 1727589.75, 667602.75 1727589.75, 667602.75 1727619.75, 667752.75 1727619.75, 667752.75 1727589.75, 667902.75 1727589.75, 667902.75 1727559.75, 668022.75 1727559.75, 668022.75 1727529.75, 668142.75 1727529.75, 668142.75 1727499.75, 668262.75 1727499.75, 668262.75 1727529.75, 668352.75 1727529.75, 668352.75 1727559.75, 668952.75 1727559.75, 668952.75 1727529.75, 669102.75 1727529.75, 669102.75 1727499.75, 669132.75 1727499.75, 669132.75 1727469.75, 669162.75 1727469.75, 669162.75 1727409.75, 669132.75 1727409.75, 669132.75 1727319.75, 669162.75 1727319.75, 669162.75 1727289.75, 669222.75 1727289.75, 669222.75 1727259.75, 669582.75 1727259.75, 669582.75 1727289.75, 669672.75 1727289.75, 669672.75 1727319.75, 669852.75 1727319.75, 669852.75 1727349.75, 669912.75 1727349.75, 669912.75 1727319.75, 670092.75 1727319.75, 670092.75 1727349.75, 670212.75 1727349.75, 670212.75 1727379.75, 670422.75 1727379.75, 670422.75 1727409.75, 670482.75 1727409.75, 670482.75 1727439.75, 670722.75 1727439.75, 670722.75 1727469.75, 670752.75 1727469.75, 670752.75 1727499.75, 670782.75 1727499.75), (670092.75 1726989.75, 670092.75 1727019.75, 670152.75 1727019.75, 670152.75 1727079.75, 670122.75 1727079.75, 670122.75 1727109.75, 670062.75 1727109.75, 670062.75 1727139.75, 670002.75 1727139.75, 670002.75 1727109.75, 669972.75 1727109.75, 669972.75 1727079.75, 669942.75 1727079.75, 669942.75 1727019.75, 669972.75 1727019.75, 669972.75 1726989.75, 670092.75 1726989.75)))",27,2
wind_5c.35,"MULTIPOLYGON (((669492.75 1725459.75, 669432.75 1725459.75, 669432.75 1725489.75, 669372.75 1725489.75, 669372.75 1725579.75, 669342.75 1725579.75, 669342.75 1725669.75, 669372.75 1725669.75, 669372.75 1725699.75, 669402.75 1725699.75, 669402.75 1725729.75, 669432.75 1725729.75, 669432.75 1725699.75, 669492.75 1725699.75, 669492.75 1725669.75, 669552.75 1725669.75, 669552.75 1725639.75, 669582.75 1725639.75, 669582.75 1725609.75, 669612.75 1725609.75, 669612.75 1725579.75, 669642.75 1725579.75, 669642.75 1725519.75, 669612.75 1725519.75, 669612.75 1725489.75, 669492.75 1725489.75, 669492.75 1725459.75)))",28,5
wind_5c.36,"MULTIPOLYGON (((672492.75 1725429.75, 672312.75 1725429.75, 672312.75 1725459.75, 672342.75 1725459.75, 672342.75 1725489.75, 672432.75 1725489.75, 672432.75 1725459.75, 672492.75 1725459.75, 672492.75 1725429.75)))",29,1
