n_books,pearson_corr_log_highlight_density_wpm,slope_wpm_per_log1p_highlight_density,predicted_wpm_at_p25_highlight_density,predicted_wpm_at_p75_highlight_density,observational_wpm_change_if_p75_to_p25_density,p25_highlight_words_per_10k_words,p75_highlight_words_per_10k_words,median_wpm
52,-0.03376271672904678,-1.8068412587854068,386.28339782683076,376.7241148026883,9.559283024142474,0.0,197.4634184308842,326.86805555555554
