finish_id,title,matched_finish_date,first_pass_calendar_minutes,first_pass_wall_clock_minutes,first_pass_overlap_policy_minutes,reading_calendar_minutes,reading_wall_clock_minutes,reading_overlap_policy_minutes,audiobook_calendar_minutes,audiobook_wall_clock_minutes,audiobook_overlap_policy_minutes,finished_calendar_minutes,finished_wall_clock_minutes,finished_overlap_policy_minutes,n_included_events,first_event,last_event,primary_first_pass_minutes,primary_minutes_rule,calendar_overlap_delta_minutes,overlap_policy_restored_minutes,read_instance,is_reread,previous_finish_date,days_since_previous_finish
finish_0101,the goal,2024-10-12,422.49999999999994,422.49999999999994,422.49999999999994,414.99999999999994,414.99999999999994,414.99999999999994,0.0,0.0,0.0,7.5,7.5,7.5,9,2024-09-21,2024-10-12,422.49999999999994,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0102,situational awareness,2024-10-17,165.0,165.0,165.0,60.0,60.0,60.0,0.0,0.0,0.0,105.0,105.0,105.0,2,2024-10-16,2024-10-17,165.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0103,The Doomsday Machine,2024-10-24,562.5,570.0,570.0,487.5,495.0,495.0,0.0,0.0,0.0,75.0,75.0,75.0,5,2024-10-23,2024-10-24,570.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0104,into the aquarium,2024-10-25,480.0,480.0,480.0,450.0,450.0,450.0,0.0,0.0,0.0,30.0,30.0,30.0,7,2024-10-25,2024-10-25,480.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0105,How to Fail at Almost Everything and Still Win Big,2024-10-31,180.0,210.0,210.0,90.0,105.0,105.0,0.0,0.0,0.0,90.0,105.0,105.0,4,2024-10-22,2024-10-31,210.0,calendar_analysis_duration_with_compatible_overlap_restored,30.0,30.0,1,False,,
finish_0106,metropolis man,2024-11-08,127.5,135.0,135.0,45.0,45.0,45.0,0.0,0.0,0.0,82.5,90.0,90.0,2,2024-11-08,2024-11-08,135.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0107,IMPRO Improvisation and the Theatre,2024-11-09,165.0,165.0,165.0,135.0,135.0,135.0,0.0,0.0,0.0,30.0,30.0,30.0,4,2024-11-02,2024-11-09,165.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0108,Downfall,2024-11-17,225.0,225.0,225.0,135.0,135.0,135.0,0.0,0.0,0.0,90.0,90.0,90.0,4,2024-11-15,2024-11-17,225.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0109,Designing Machine Learning Systems,2024-11-21,225.0,225.0,225.0,90.0,90.0,90.0,0.0,0.0,0.0,135.0,135.0,135.0,2,2024-11-19,2024-11-21,225.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0110,"Declare_ A novel - Powers, Tim.pdf",2024-11-28,532.5,540.0,540.0,262.5,270.0,270.0,0.0,0.0,0.0,270.0,270.0,270.0,5,2024-11-21,2024-11-28,540.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0111,htwww,2024-12-11,690.0,705.0,705.0,660.0,675.0,675.0,0.0,0.0,0.0,30.0,30.0,30.0,12,2024-12-03,2024-12-11,705.0,calendar_analysis_duration_with_compatible_overlap_restored,15.0,15.0,1,False,,
finish_0112,machine learning engineering,2024-12-12,212.5,220.0,220.0,167.5,175.0,175.0,0.0,0.0,0.0,45.0,45.0,45.0,6,2024-12-02,2024-12-12,220.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0113,nonviolent communication,2024-12-17,225.0,225.0,225.0,210.0,210.0,210.0,0.0,0.0,0.0,15.0,15.0,15.0,6,2024-12-06,2024-12-17,225.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0114,the art of military innovation,2024-12-19,457.5,465.0,465.0,427.5,435.0,435.0,0.0,0.0,0.0,30.0,30.0,30.0,10,2024-12-14,2024-12-19,465.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0115,Kipling by Harold bloom,2024-12-23,7005.0,7125.0,7080.0,6885.0,7005.0,6960.0,30.0,30.0,30.0,90.0,90.0,90.0,159,2021-06-04,2024-12-23,7080.0,calendar_analysis_duration_with_compatible_overlap_restored,120.0,75.0,1,False,,
finish_0116,Ms Dalloway,2025-01-01,180.0,225.0,195.0,127.5,165.0,135.0,0.0,0.0,0.0,52.5,60.0,60.0,6,2024-12-15,2025-01-01,195.0,calendar_analysis_duration_with_compatible_overlap_restored,45.0,15.0,1,False,,
finish_0117,Apollo: The Race to the Moon,2025-01-02,622.5,630.0,630.0,450.0,450.0,450.0,0.0,0.0,0.0,172.5,180.0,180.0,4,2024-12-30,2025-01-02,630.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0118,best of Isaac Asimov,2025-01-10,390.0,390.0,390.0,360.0,360.0,360.0,0.0,0.0,0.0,30.0,30.0,30.0,7,2025-01-09,2025-01-10,390.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0119,parkinson's law,2025-01-15,150.0,150.0,150.0,120.0,120.0,120.0,0.0,0.0,0.0,30.0,30.0,30.0,4,2022-05-23,2025-01-15,150.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0120,how to succeed at business without really trying,2025-01-16,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,1,2025-01-16,2025-01-16,90.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0121,Life and Fate,2025-01-22,1065.0,1125.0,1095.0,975.0,1035.0,1005.0,0.0,0.0,0.0,90.0,90.0,90.0,17,2025-01-04,2025-01-22,1095.0,calendar_analysis_duration_with_compatible_overlap_restored,60.0,30.0,1,False,,
finish_0122,Monday Starts on Saturday,2025-01-27,195.0,210.0,210.0,150.0,165.0,165.0,0.0,0.0,0.0,45.0,45.0,45.0,6,2025-01-26,2025-01-27,210.0,calendar_analysis_duration_with_compatible_overlap_restored,15.0,15.0,1,False,,
finish_0123,Kelly my share of it all,2025-01-28,300.0,300.0,300.0,195.0,195.0,195.0,0.0,0.0,0.0,105.0,105.0,105.0,5,2025-01-24,2025-01-28,300.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0124,Atomic Habits,2025-02-01,157.5,165.0,165.0,135.0,135.0,135.0,0.0,0.0,0.0,22.5,30.0,30.0,4,2025-01-28,2025-02-01,165.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0125,rlhf,2025-02-03,120.0,120.0,120.0,75.0,75.0,75.0,0.0,0.0,0.0,45.0,45.0,45.0,2,2025-02-01,2025-02-03,120.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0126,micro-services,2025-02-09,127.5,135.0,135.0,97.5,105.0,105.0,0.0,0.0,0.0,30.0,30.0,30.0,4,2025-01-30,2025-02-09,135.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0127,the mind body prescription,2025-02-20,120.0,120.0,120.0,90.0,90.0,90.0,0.0,0.0,0.0,30.0,30.0,30.0,4,2025-02-18,2025-02-20,120.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0128,screwtape letters,2025-03-05,75.0,75.0,75.0,45.0,45.0,45.0,0.0,0.0,0.0,30.0,30.0,30.0,4,2025-03-03,2025-03-05,75.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,3,True,2023-05-03,672.0
finish_0129,the great divorce,2025-03-06,210.0,210.0,210.0,165.0,165.0,165.0,0.0,0.0,0.0,45.0,45.0,45.0,3,2023-05-03,2025-03-06,210.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,2,True,2022-04-27,1044.0
finish_0130,the pale king,2025-03-21,660.0,667.5,667.5,600.0,607.5,607.5,0.0,0.0,0.0,60.0,60.0,60.0,7,2025-03-18,2025-03-21,667.5,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0131,the Oxford book of essays,2025-03-22,240.0,300.0,255.0,195.0,210.0,210.0,0.0,0.0,0.0,45.0,90.0,45.0,9,2024-08-19,2025-03-22,255.0,calendar_analysis_duration_with_compatible_overlap_restored,60.0,15.0,1,False,,
finish_0132,12 rules for life,2025-03-23,412.5,412.5,412.5,352.5,352.5,352.5,0.0,0.0,0.0,60.0,60.0,60.0,11,2024-11-14,2025-03-23,412.5,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0133,the pentagon wars,2025-03-31,337.5,345.0,345.0,262.5,270.0,270.0,0.0,0.0,0.0,75.0,75.0,75.0,7,2025-03-25,2025-03-31,345.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0134,you just dont understand,2025-04-18,307.5,315.0,315.0,285.0,285.0,285.0,0.0,0.0,0.0,22.5,30.0,30.0,7,2025-04-07,2025-04-18,315.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0135,on China,2025-04-19,660.0,675.0,675.0,585.0,600.0,600.0,0.0,0.0,0.0,75.0,75.0,75.0,14,2025-03-23,2025-04-19,675.0,calendar_analysis_duration_with_compatible_overlap_restored,15.0,15.0,1,False,,
finish_0136,The Path to Power: The Years of Lyndon Johnson I,2025-05-04,1287.5,1340.0,1340.0,1205.0,1220.0,1220.0,30.0,60.0,60.0,52.5,60.0,60.0,20,2022-10-15,2025-05-04,1340.0,calendar_analysis_duration_with_compatible_overlap_restored,52.5,52.5,1,False,,
finish_0137,means of ascent,2025-05-07,667.5,765.0,675.0,330.0,330.0,330.0,150.0,240.0,150.0,187.5,195.0,195.0,5,2025-05-06,2025-05-07,675.0,calendar_analysis_duration_with_compatible_overlap_restored,97.5,7.5,1,False,,
finish_0138,man’s search for meaning,2025-05-11,165.0,165.0,165.0,135.0,135.0,135.0,0.0,0.0,0.0,30.0,30.0,30.0,3,2025-05-10,2025-05-11,165.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0139,master of the senate,2025-05-19,1012.5,1207.5,1207.5,577.5,577.5,577.5,187.5,375.0,375.0,247.5,255.0,255.0,18,2023-01-25,2025-05-19,1207.5,calendar_analysis_duration_with_compatible_overlap_restored,195.0,195.0,1,False,,
finish_0140,the passage of power,2025-05-27,1192.5,1200.0,1200.0,997.5,1005.0,1005.0,60.0,60.0,60.0,135.0,135.0,135.0,10,2024-03-21,2025-05-27,1200.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0141,the Evelyn wood seven day speed reading and learning program,2025-06-03,90.0,90.0,90.0,60.0,60.0,60.0,0.0,0.0,0.0,30.0,30.0,30.0,2,2025-05-30,2025-06-03,90.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0142,racing for the bomb,2025-06-11,510.0,510.0,510.0,435.0,435.0,435.0,0.0,0.0,0.0,75.0,75.0,75.0,15,2025-02-23,2025-06-11,510.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0143,Kissinger,2025-06-11,472.5,480.0,480.0,442.5,450.0,450.0,0.0,0.0,0.0,30.0,30.0,30.0,6,2025-06-01,2025-06-11,480.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0144,bureaucracy,2025-06-17,577.5,585.0,585.0,570.0,570.0,570.0,0.0,0.0,0.0,7.5,15.0,15.0,15,2025-06-09,2025-06-17,585.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0145,theory and practice of gamesmanship,2025-06-20,75.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,90.0,90.0,1,2025-06-20,2025-06-20,90.0,calendar_analysis_duration_with_compatible_overlap_restored,15.0,15.0,1,False,,
finish_0146,the making of the atomic bomb,2025-06-24,1095.0,1110.0,1110.0,915.0,930.0,930.0,0.0,0.0,0.0,180.0,180.0,180.0,11,2024-10-15,2025-06-24,1110.0,calendar_analysis_duration_with_compatible_overlap_restored,15.0,15.0,1,False,,
finish_0147,how to improve your marriage without talking about it,2025-06-30,195.0,195.0,195.0,180.0,180.0,180.0,0.0,0.0,0.0,15.0,15.0,15.0,5,2025-02-01,2025-06-30,195.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0148,dark sun,2025-07-06,967.5,975.0,975.0,877.5,885.0,885.0,0.0,0.0,0.0,90.0,90.0,90.0,12,2025-06-30,2025-07-06,975.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0149,Mathematics for Machine Learning,2025-07-09,1072.5,1102.5,1102.5,1027.5,1057.5,1057.5,0.0,0.0,0.0,45.0,45.0,45.0,43,2024-03-22,2025-07-09,1102.5,calendar_analysis_duration_with_compatible_overlap_restored,30.0,30.0,1,False,,
finish_0150,selfish reasons to have more kids,2025-07-12,97.5,105.0,105.0,82.5,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0,3,2025-07-06,2025-07-12,105.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0151,reading asme y14.41,2025-07-15,60.0,60.0,60.0,45.0,45.0,45.0,0.0,0.0,0.0,15.0,15.0,15.0,4,2025-07-09,2025-07-15,60.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0152,blueprint reading: construction drawings for the building trade,2025-07-28,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,45.0,1,2025-07-28,2025-07-28,45.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0153,failure is not an option,2025-07-28,517.5,540.0,540.0,472.5,495.0,495.0,0.0,0.0,0.0,45.0,45.0,45.0,9,2025-07-06,2025-07-28,540.0,calendar_analysis_duration_with_compatible_overlap_restored,22.5,22.5,1,False,,
finish_0154,the high crusade,2025-07-29,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,120.0,1,2025-07-29,2025-07-29,120.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0155,age of ambition,2025-08-02,172.5,210.0,180.0,142.5,150.0,150.0,0.0,0.0,0.0,30.0,60.0,30.0,7,2025-07-23,2025-08-02,180.0,calendar_analysis_duration_with_compatible_overlap_restored,37.5,7.5,1,False,,
finish_0156,Apple in China,2025-08-10,352.5,360.0,360.0,292.5,300.0,300.0,0.0,0.0,0.0,60.0,60.0,60.0,5,2025-08-09,2025-08-10,360.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0157,the price of victory,2025-08-14,1237.5,1275.0,1275.0,1207.5,1245.0,1245.0,0.0,0.0,0.0,30.0,30.0,30.0,15,2025-08-11,2025-08-14,1275.0,calendar_analysis_duration_with_compatible_overlap_restored,37.5,37.5,1,False,,
finish_0158,Everyman for himself and god against all,2025-09-01,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,1,2025-09-01,2025-09-01,90.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0159,Richard Nixon the Life,2025-09-11,922.5,930.0,930.0,817.5,825.0,825.0,0.0,0.0,0.0,105.0,105.0,105.0,12,2025-08-16,2025-09-11,930.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0160,humor and the presidency,2025-09-13,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,75.0,1,2025-09-13,2025-09-13,75.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0161,high intensity training the mike mentzer way,2025-09-22,90.0,90.0,90.0,75.0,75.0,75.0,0.0,0.0,0.0,15.0,15.0,15.0,2,2025-09-22,2025-09-22,90.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0162,day of the jackal,2025-09-23,435.0,435.0,435.0,330.0,330.0,330.0,0.0,0.0,0.0,105.0,105.0,105.0,6,2025-09-16,2025-09-23,435.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0163,autobiography of ben franklin,2025-10-01,292.5,292.5,292.5,202.5,202.5,202.5,0.0,0.0,0.0,90.0,90.0,90.0,7,2025-09-12,2025-10-01,292.5,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,3,True,2023-05-20,865.0
finish_0164,Buckley,2025-10-04,1057.5,1102.5,1102.5,990.0,1027.5,1027.5,0.0,0.0,0.0,67.5,75.0,75.0,20,2025-09-28,2025-10-04,1102.5,calendar_analysis_duration_with_compatible_overlap_restored,45.0,45.0,1,False,,
finish_0165,DFW_TV.pdf,2025-10-09,97.5,105.0,105.0,82.5,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0,4,2025-10-06,2025-10-09,105.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0166,my early life,2025-10-14,390.0,405.0,405.0,307.5,315.0,315.0,0.0,0.0,0.0,82.5,90.0,90.0,8,2025-10-12,2025-10-14,405.0,calendar_analysis_duration_with_compatible_overlap_restored,15.0,15.0,1,False,,
finish_0167,the second world war,2025-10-21,1777.5,1815.0,1815.0,1575.0,1605.0,1605.0,0.0,0.0,0.0,202.5,210.0,210.0,18,2025-10-15,2025-10-21,1815.0,calendar_analysis_duration_with_compatible_overlap_restored,37.5,37.5,1,False,,
finish_0168,six crises,2025-10-25,450.0,450.0,450.0,390.0,390.0,390.0,0.0,0.0,0.0,60.0,60.0,60.0,10,2025-10-09,2025-10-25,450.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0169,Good Old Neon,2025-10-25,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,1,2025-10-25,2025-10-25,60.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0170,thoughts and adventures,2025-11-03,255.0,255.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,1,2025-11-03,2025-11-03,255.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0171,revolt in the desert,2025-11-10,700.0,715.0,715.0,610.0,625.0,625.0,0.0,0.0,0.0,90.0,90.0,90.0,14,2025-11-07,2025-11-10,715.0,calendar_analysis_duration_with_compatible_overlap_restored,15.0,15.0,1,False,,
finish_0172,and call me conrad,2025-11-13,1192.5,1215.0,1215.0,1020.0,1035.0,1035.0,0.0,0.0,0.0,172.5,180.0,180.0,24,2021-06-20,2025-11-13,1215.0,calendar_analysis_duration_with_compatible_overlap_restored,22.5,22.5,1,False,,
finish_0173,way station,2025-11-15,225.0,225.0,225.0,180.0,180.0,180.0,0.0,0.0,0.0,45.0,45.0,45.0,3,2025-11-15,2025-11-15,225.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0174,the power broker,2025-12-04,682.5,1170.0,1132.5,127.5,135.0,135.0,510.0,945.0,907.5,45.0,90.0,90.0,18,2025-06-05,2025-12-04,1132.5,calendar_analysis_duration_with_compatible_overlap_restored,487.5,450.0,1,False,,
finish_0175,Shape Up Stop Running in Circles and Ship Work that Matters,2025-12-05,82.5,105.0,105.0,67.5,75.0,75.0,0.0,0.0,0.0,15.0,30.0,30.0,4,2025-12-04,2025-12-05,105.0,calendar_analysis_duration_with_compatible_overlap_restored,22.5,22.5,1,False,,
finish_0176,to say nothing of the dog,2025-12-08,447.5,499.99999999999994,455.0,327.50000000000006,380.00000000000006,335.00000000000006,0.0,0.0,0.0,120.0,120.0,120.0,8,2025-12-07,2025-12-08,455.0,calendar_analysis_duration_with_compatible_overlap_restored,52.49999999999994,7.5,1,False,,
finish_0177,art and fear,2025-12-15,60.0,60.0,60.0,30.0,30.0,30.0,0.0,0.0,0.0,30.0,30.0,30.0,2,2025-12-12,2025-12-15,60.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0178,the world crisis,2025-12-27,622.5,675.0,645.0,442.5,450.0,450.0,165.0,210.0,180.0,15.0,15.0,15.0,15,2025-12-16,2025-12-27,645.0,calendar_analysis_duration_with_compatible_overlap_restored,52.5,22.5,1,False,,
finish_0179,the world crisis volume 2,2026-01-04,895.0000000000001,977.5000000000001,977.5000000000001,677.5000000000001,692.5000000000001,692.5000000000001,67.5,135.0,135.0,150.0,150.0,150.0,17,2026-01-01,2026-01-05,977.5000000000001,calendar_analysis_duration_with_compatible_overlap_restored,82.5,82.5,1,False,,
finish_0180,the world crisis vol 3,2026-01-07,427.5,480.0,427.5,390.0,420.0,390.0,0.0,0.0,0.0,37.5,60.0,37.5,6,2026-01-06,2026-01-08,427.5,calendar_analysis_duration_with_compatible_overlap_restored,52.5,0.0,1,False,,
finish_0181,the world crisis volume 4,2026-01-10,712.5,720.0,720.0,682.5,690.0,690.0,0.0,0.0,0.0,30.0,30.0,30.0,9,2026-01-09,2026-01-10,720.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0182,the history of the English speaking peoples volume 4,2026-01-11,904.9999999999999,1110.0,1110.0,720.0,735.0,735.0,154.99999999999997,315.0,315.0,30.0,60.0,60.0,18,2025-11-15,2026-01-11,1110.0,calendar_analysis_duration_with_compatible_overlap_restored,205.0000000000001,205.0000000000001,1,False,,
finish_0183,going postal,2026-01-14,285.0,285.0,285.0,135.0,135.0,135.0,0.0,0.0,0.0,150.0,150.0,150.0,2,2026-01-13,2026-01-14,285.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0184,Now It Can Be Told,2026-01-19,217.5,360.0,270.0,15.0,15.0,15.0,172.5,315.0,225.0,30.0,30.0,30.0,7,2025-07-06,2026-01-19,270.0,calendar_analysis_duration_with_compatible_overlap_restored,142.5,52.5,1,False,,
finish_0185,Churchill's wit the definitive collection,2026-01-20,142.5,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,142.5,150.0,150.0,1,2026-01-20,2026-01-20,150.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0186,it's better to be feared,2026-01-24,743.9416666666667,765.0,765.0,638.9416666666667,660.0,660.0,0.0,0.0,0.0,105.0,105.0,105.0,12,2026-01-20,2026-01-24,765.0,calendar_analysis_duration_with_compatible_overlap_restored,21.05833333333328,21.05833333333328,1,False,,
finish_0187,the effective executive,2026-01-29,97.5,150.0,150.0,22.5,30.0,30.0,60.0,90.0,90.0,15.0,30.0,30.0,7,2025-01-22,2026-01-30,150.0,calendar_analysis_duration_with_compatible_overlap_restored,52.5,52.5,1,False,,
finish_0188,the best and brightest,2026-02-02,1314.9999999999998,1350.0,1329.9999999999998,1284.9999999999998,1320.0,1299.9999999999998,0.0,0.0,0.0,30.0,30.0,30.0,23,2026-01-22,2026-02-02,1329.9999999999998,calendar_analysis_duration_with_compatible_overlap_restored,35.00000000000023,15.0,1,False,,
finish_0189,good omens,2026-02-08,405.0,405.0,405.0,210.0,210.0,210.0,0.0,0.0,0.0,195.0,195.0,195.0,6,2021-09-22,2026-02-08,405.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0190,prime movers of globalization,2026-02-09,307.5,315.0,315.0,262.5,270.0,270.0,0.0,0.0,0.0,45.0,45.0,45.0,10,2025-11-17,2026-02-09,315.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0191,shoe dog,2026-02-11,352.5,360.0,360.0,345.0,345.0,345.0,0.0,0.0,0.0,7.5,15.0,15.0,3,2026-02-10,2026-02-11,360.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0192,the billionaire and the mechanic,2026-02-14,465.0,480.0,480.0,360.0,375.0,375.0,0.0,0.0,0.0,105.0,105.0,105.0,4,2026-02-13,2026-02-14,480.0,calendar_analysis_duration_with_compatible_overlap_restored,15.0,15.0,1,False,,
finish_0193,the parable of rust a novella,2026-02-19,82.5,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,90.0,90.0,1,2026-02-19,2026-02-19,90.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0194,memos from the chairman,2026-02-25,90.0,90.0,90.0,45.0,45.0,45.0,0.0,0.0,0.0,45.0,45.0,45.0,3,2026-02-24,2026-02-25,90.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0195,night watch,2026-03-05,322.5,322.5,322.5,300.0,300.0,300.0,0.0,0.0,0.0,22.5,22.5,22.5,6,2026-03-01,2026-03-05,322.5,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0196,[Hyperion 1] Dan Simmons - Hyperion-Saga 1_ Hyperion (1990) - libgen.li.pdf,2026-03-10,540.0,540.0,540.0,435.0,435.0,435.0,0.0,0.0,0.0,105.0,105.0,105.0,9,2026-03-08,2026-03-10,540.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,
finish_0197,fall of Hyperion,2026-03-11,652.5,660.0,660.0,495.0,495.0,495.0,0.0,0.0,0.0,157.5,165.0,165.0,6,2026-03-10,2026-03-11,660.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,
finish_0198,thoughts and adventures,2026-03-27,130.00000000000003,130.00000000000003,130.00000000000003,30.0,30.0,30.0,0.0,0.0,0.0,100.0,100.0,100.0,2,2026-03-18,2026-03-27,130.00000000000003,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,2,True,2025-11-03,144.0
finish_0199,my early life,2026-03-29,330.0,345.0,345.0,255.0,270.0,270.0,0.0,0.0,0.0,75.0,75.0,75.0,5,2026-03-20,2026-03-29,345.0,calendar_analysis_duration_with_compatible_overlap_restored,15.0,15.0,2,True,2025-10-14,166.0
finish_0200,surely you’re joking Feynman,2026-04-19,202.5,330.0,330.0,0.0,0.0,0.0,172.5,270.0,270.0,30.0,60.0,60.0,5,2023-09-18,2026-04-19,330.0,calendar_analysis_duration_with_compatible_overlap_restored,127.5,127.5,2,True,2023-03-01,1145.0
finish_0201,Churchill: Walking with Destiny,2026-04-24,2630.0,2985.0,2727.5,2585.0,2940.0,2682.5,0.0,0.0,0.0,45.0,45.0,45.0,37,2026-03-20,2026-04-26,2727.5,calendar_analysis_duration_with_compatible_overlap_restored,355.0,97.5,1,False,,
finish_0202,churchill the power of words,2026-05-07,517.5,532.5,532.5,487.5,502.5,502.5,0.0,0.0,0.0,30.0,30.0,30.0,9,2026-02-15,2026-05-07,532.5,calendar_analysis_duration_with_compatible_overlap_restored,15.0,15.0,1,False,,
finish_0203,the nvidia way,2026-05-13,112.5,210.0,210.0,30.0,60.0,60.0,67.5,120.0,120.0,15.0,30.0,30.0,5,2026-04-26,2026-05-13,210.0,calendar_analysis_duration_with_compatible_overlap_restored,97.5,97.5,1,False,,
finish_0204,managing the professional services firm,2026-05-14,397.5,420.0,420.0,382.5,405.0,405.0,0.0,0.0,0.0,15.0,15.0,15.0,14,2026-04-28,2026-05-14,420.0,calendar_analysis_duration_with_compatible_overlap_restored,22.5,22.5,1,False,,
