response_column,n_books,pearson_corr_log_highlight_density_response,slope_response_per_log1p_highlight_density,p25_highlight_words_per_10k_words,p75_highlight_words_per_10k_words,predicted_response_at_p25_highlight_density,predicted_response_at_p75_highlight_density,observational_response_change_if_p75_to_p25_density
wpm_first_pass_primary,96,-0.18852044143926308,-14.114499291831173,0.0,1033.3428803047416,427.30339528187704,329.3272934924419,97.97610178943512
