n_books,pearson_corr_log_highlight_density_wpm,slope_wpm_per_log1p_highlight_density,p25_highlight_words_per_10k_words,p75_highlight_words_per_10k_words,predicted_wpm_at_p25_highlight_density,predicted_wpm_at_p75_highlight_density,observational_wpm_change_if_p75_to_p25_density
119,-0.022933189272059194,-1.1207186209516098,0.0,801.4777967628345,339.97708487264805,332.48205025882055,7.4950346138274995
