response_column,n_books,pearson_corr_log_highlight_density_response,slope_response_per_log1p_highlight_density,p25_highlight_words_per_10k_words,p75_highlight_words_per_10k_words,predicted_response_at_p25_highlight_density,predicted_response_at_p75_highlight_density,observational_response_change_if_p75_to_p25_density
wpm_visual_after_audio_350wpm,77,0.04825931701759873,1.370023227357632,0.0,1017.6656530722669,305.36694030445204,314.85606213014955,-9.48912182569751
