finish_id,title,matched_finish_date,first_pass_calendar_minutes,first_pass_wall_clock_minutes,first_pass_overlap_policy_minutes,reading_calendar_minutes,reading_wall_clock_minutes,reading_overlap_policy_minutes,audiobook_calendar_minutes,audiobook_wall_clock_minutes,audiobook_overlap_policy_minutes,finished_calendar_minutes,finished_wall_clock_minutes,finished_overlap_policy_minutes,n_included_events,first_event,last_event,primary_first_pass_minutes,primary_minutes_rule,calendar_overlap_delta_minutes,overlap_policy_restored_minutes,read_instance,is_reread,previous_finish_date,days_since_previous_finish,chosen_word_count,word_count_source,word_count_confidence,local_file_path,local_file_match_score,local_file_word_count,local_file_error,external_word_count,external_word_count_source,metadata_page_count,metadata_word_estimate,category,highlighted_words,highlight_count,my_note_words,wpm_first_pass_primary,wpm_first_pass_wall_clock,wpm_first_pass_full_wall_clock,audiobook_primary_minutes,non_audio_primary_minutes,audiobook_share_of_primary_minutes,estimated_audio_words_at_350wpm,estimated_visual_words_after_audio_350wpm,wpm_visual_after_audio_350wpm,audio_dominant,wpm_reading_only_calendar,highlight_words_per_10k_words,finish_year,usable_for_speed,usable_for_confident_speed,usable_for_duration_screened_speed,usable_for_visual_reading_speed,duration_screen_exclusion_reason
finish_0140,the passage of power,2025-05-27,1192.5,1200.0,1200.0,997.5,1005.0,1005.0,60.0,60.0,60.0,135.0,135.0,135.0,10,2024-03-21,2025-05-27,1200.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,405253.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/The Passage of Power_ The Years of Lyndon Johnson v4- Robert A. Caro - (2012, Knopf).epub",90.0,405253.0,,,,,,"Business, management",58979.0,910.0,4002.0,337.7108333333333,337.7108333333333,337.7108333333333,60.0,1140.0,0.05,21000.0,384253.0,337.0640350877193,False,406.268671679198,1455.3624525913442,2025,True,True,True,True,
finish_0143,Kissinger,2025-06-11,472.5,480.0,480.0,442.5,450.0,450.0,0.0,0.0,0.0,30.0,30.0,30.0,6,2025-06-01,2025-06-11,480.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,188154.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/On China - Kissinger, Henry.epub",80.0,188154.0,,,,,,Histories,0.0,0.0,0.0,391.9875,391.9875,391.9875,0.0,480.0,0.0,0.0,188154.0,391.9875,False,425.2067796610169,0.0,2025,True,True,True,True,
finish_0144,bureaucracy,2025-06-17,577.5,585.0,585.0,570.0,570.0,570.0,0.0,0.0,0.0,7.5,15.0,15.0,15,2025-06-09,2025-06-17,585.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,189570.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/Bureaucracy _ what government agencies do and why they do it - James Q. Wilson - (2000).epub,80.0,189570.0,,,,,,"Business, management",1790.0,30.0,0.0,324.05128205128204,324.05128205128204,324.05128205128204,0.0,585.0,0.0,0.0,189570.0,324.05128205128204,False,332.57894736842104,94.42422324207416,2025,True,True,True,True,
finish_0147,how to improve your marriage without talking about it,2025-06-30,195.0,195.0,195.0,180.0,180.0,180.0,0.0,0.0,0.0,15.0,15.0,15.0,5,2025-02-01,2025-06-30,195.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,63296.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/How to Improve Your Marriage Without Talking About It - Patricia Love, Steven Stosny - (2008, Harmony).epub",90.0,63296.0,,,,,,General Reading,3922.0,85.0,20.0,324.5948717948718,324.5948717948718,324.5948717948718,0.0,195.0,0.0,0.0,63296.0,324.5948717948718,False,351.64444444444445,619.628412537917,2025,True,True,True,True,
finish_0149,Mathematics for Machine Learning,2025-07-09,1072.5,1102.5,1102.5,1027.5,1057.5,1057.5,0.0,0.0,0.0,45.0,45.0,45.0,43,2024-03-22,2025-07-09,1102.5,calendar_analysis_duration_with_compatible_overlap_restored,30.0,30.0,1,False,,,21167.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/Mathematics for Machine Learning Soln.pdf,90.0,21167.0,,,,,,Machine Learning,0.0,0.0,0.0,19.19909297052154,19.19909297052154,19.19909297052154,0.0,1102.5,0.0,0.0,21167.0,19.19909297052154,False,20.600486618004865,0.0,2025,True,True,True,True,
finish_0153,failure is not an option,2025-07-28,517.5,540.0,540.0,472.5,495.0,495.0,0.0,0.0,0.0,45.0,45.0,45.0,9,2025-07-06,2025-07-28,540.0,calendar_analysis_duration_with_compatible_overlap_restored,22.5,22.5,1,False,,,164489.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/Failure Is Not an Option_ Mission Control from Mercury to Apollo 13 and Beyond - Gene Kranz - Simon & Schuster (2000).epub,90.0,164489.0,,,,,,"Business, management",10259.0,186.0,316.0,304.60925925925926,304.60925925925926,304.60925925925926,0.0,540.0,0.0,0.0,164489.0,304.60925925925926,False,348.1248677248677,623.6891220689529,2025,True,True,True,True,
finish_0155,age of ambition,2025-08-02,172.5,210.0,180.0,142.5,150.0,150.0,0.0,0.0,0.0,30.0,60.0,30.0,7,2025-07-23,2025-08-02,180.0,calendar_analysis_duration_with_compatible_overlap_restored,37.5,7.5,1,False,,,154934.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Age of Ambition_ Chasing Fortune, Truth, and Faith in the New China - Osnos, Evan - (2014, Farrar, Straus and Giroux).epub",90.0,154934.0,,,,,,Histories,3347.0,72.0,34.0,860.7444444444444,737.7809523809524,737.7809523809524,0.0,180.0,0.0,0.0,154934.0,860.7444444444444,False,1087.256140350877,216.02746976131772,2025,True,True,True,True,
finish_0156,Apple in China,2025-08-10,352.5,360.0,360.0,292.5,300.0,300.0,0.0,0.0,0.0,60.0,60.0,60.0,5,2025-08-09,2025-08-10,360.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,145857.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Apple in China - Patrick McGee - (2025, Simon & Schuster UK).epub",90.0,145857.0,,,,,,"Business, management",2909.0,61.0,0.0,405.15833333333336,405.15833333333336,405.15833333333336,0.0,360.0,0.0,0.0,145857.0,405.15833333333336,False,498.65641025641025,199.44191913997957,2025,True,True,True,True,
finish_0157,the price of victory,2025-08-14,1237.5,1275.0,1275.0,1207.5,1245.0,1245.0,0.0,0.0,0.0,30.0,30.0,30.0,15,2025-08-11,2025-08-14,1275.0,calendar_analysis_duration_with_compatible_overlap_restored,37.5,37.5,1,False,,,444030.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/The Price of Victory - Rodger, N A M - (2024, Penguin Books Ltd).epub",90.0,444030.0,,,,,,Histories,36404.0,809.0,916.0,348.25882352941176,348.25882352941176,348.25882352941176,0.0,1275.0,0.0,0.0,444030.0,348.25882352941176,False,367.72670807453414,819.854514334617,2025,True,True,True,True,
finish_0159,Richard Nixon the Life,2025-09-11,922.5,930.0,930.0,817.5,825.0,825.0,0.0,0.0,0.0,105.0,105.0,105.0,12,2025-08-16,2025-09-11,930.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,326023.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Richard Nixon_ The Life - Farrell, John Aloysius_Nixon, Richard Milhous - (2017, Knopf Doubleday Publishing Group).epub",90.0,326023.0,,,,,,Histories,32162.0,649.0,2086.0,350.56236559139785,350.56236559139785,350.56236559139785,0.0,930.0,0.0,0.0,326023.0,350.56236559139785,False,398.80489296636085,986.4948178502744,2025,True,True,True,True,
finish_0165,DFW_TV.pdf,2025-10-09,97.5,105.0,105.0,82.5,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0,4,2025-10-06,2025-10-09,105.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,111925.0,metadata_pages_x_words_per_page,medium,,0.0,,,,,407.0,111925.0,Literature,0.0,0.0,0.0,1065.952380952381,1065.952380952381,1065.952380952381,0.0,105.0,0.0,0.0,111925.0,1065.952380952381,False,1356.6666666666667,0.0,2025,True,False,True,True,
finish_0166,my early life,2025-10-14,390.0,405.0,405.0,307.5,315.0,315.0,0.0,0.0,0.0,82.5,90.0,90.0,8,2025-10-12,2025-10-14,405.0,calendar_analysis_duration_with_compatible_overlap_restored,15.0,15.0,1,False,,,124256.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/My Early Life  1872 to 1904 - Churchill.epub,90.0,124256.0,,,,,,Histories,18816.0,336.0,308.0,306.80493827160495,306.80493827160495,306.80493827160495,0.0,405.0,0.0,0.0,124256.0,306.80493827160495,False,404.08455284552844,1514.2930723667266,2025,True,True,True,True,
finish_0167,the second world war,2025-10-21,1777.5,1815.0,1815.0,1575.0,1605.0,1605.0,0.0,0.0,0.0,202.5,210.0,210.0,18,2025-10-15,2025-10-21,1815.0,calendar_analysis_duration_with_compatible_overlap_restored,37.5,37.5,1,False,,,462971.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/The Second World War_ Abridged Edition, With an Epilogue on the Years 1945 to 1957 - Churchill.epub",90.0,462971.0,,,,,,Histories,29991.0,598.0,1434.0,255.08044077134986,255.08044077134986,255.08044077134986,0.0,1815.0,0.0,0.0,462971.0,255.08044077134986,False,293.9498412698413,647.7943542900096,2025,True,True,True,True,
finish_0168,six crises,2025-10-25,450.0,450.0,450.0,390.0,390.0,390.0,0.0,0.0,0.0,60.0,60.0,60.0,10,2025-10-09,2025-10-25,450.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,207429.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Six Crises -  Nixon, Richard - (Simon & Schuster).epub",90.0,207429.0,,,,,,Histories,11087.0,199.0,744.0,460.9533333333333,460.9533333333333,460.9533333333333,0.0,450.0,0.0,0.0,207429.0,460.9533333333333,False,531.8692307692307,534.4961408481938,2025,True,True,True,True,
finish_0170,thoughts and adventures,2025-11-03,255.0,255.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,1,2025-11-03,2025-11-03,255.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,86189.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/Thoughts and Adventures by Winston Churchill.epub,90.0,86189.0,,,,,,Histories,8584.0,141.0,78.0,337.99607843137255,337.99607843137255,337.99607843137255,0.0,255.0,0.0,0.0,86189.0,337.99607843137255,False,inf,995.9507593776468,2025,True,True,True,True,
finish_0171,revolt in the desert,2025-11-10,700.0,715.0,715.0,610.0,625.0,625.0,0.0,0.0,0.0,90.0,90.0,90.0,14,2025-11-07,2025-11-10,715.0,calendar_analysis_duration_with_compatible_overlap_restored,15.0,15.0,1,False,,,134335.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/ Revolt in the Desert by T E Lawrence.epub,90.0,134335.0,,,,,,Histories,6817.0,112.0,2.0,187.88111888111888,187.88111888111888,187.88111888111888,0.0,715.0,0.0,0.0,134335.0,187.88111888111888,False,220.22131147540983,507.46268656716416,2025,True,True,True,True,
finish_0174,the power broker,2025-12-04,682.5,1170.0,1132.5,127.5,135.0,135.0,510.0,945.0,907.5,45.0,90.0,90.0,18,2025-06-05,2025-12-04,1132.5,calendar_analysis_duration_with_compatible_overlap_restored,487.5,450.0,1,False,,,697127.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/The Power Broker_ Robert Moses and the Fall of New York  -Robert A. Caro -1975.epub,90.0,697127.0,,,,,,"Business, management",4297.0,68.0,76.0,615.5646799116997,595.8350427350427,595.8350427350427,907.5,225.0,0.8013245033112583,317625.0,379502.0,1686.6755555555555,True,5467.6627450980395,61.63869710970884,2025,True,True,True,False,
finish_0175,Shape Up Stop Running in Circles and Ship Work that Matters,2025-12-05,82.5,105.0,105.0,67.5,75.0,75.0,0.0,0.0,0.0,15.0,30.0,30.0,4,2025-12-04,2025-12-05,105.0,calendar_analysis_duration_with_compatible_overlap_restored,22.5,22.5,1,False,,,32398.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/Shape Up_ Stop Running in Circles and Ship Work that Matters -  Ryan Singer - (2019).pdf,90.0,32398.0,,,,,,Computer Science,0.0,0.0,0.0,308.55238095238093,308.55238095238093,308.55238095238093,0.0,105.0,0.0,0.0,32398.0,308.55238095238093,False,479.97037037037035,0.0,2025,True,True,True,True,
finish_0176,to say nothing of the dog,2025-12-08,447.5,499.99999999999994,455.0,327.50000000000006,380.00000000000006,335.00000000000006,0.0,0.0,0.0,120.0,120.0,120.0,8,2025-12-07,2025-12-08,455.0,calendar_analysis_duration_with_compatible_overlap_restored,52.49999999999994,7.5,1,False,,,186975.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/To say nothing of the dog, or, How we found the bishop's -- Oxford Time Travel  02 -- Connie Willis 1998 -- Bantam Books .epub",90.0,186975.0,,,,,,fiction,0.0,0.0,0.0,410.9340659340659,373.95000000000005,373.95000000000005,0.0,455.0,0.0,0.0,186975.0,410.9340659340659,False,570.9160305343511,0.0,2025,True,True,True,True,
finish_0178,the world crisis,2025-12-27,622.5,675.0,645.0,442.5,450.0,450.0,165.0,210.0,180.0,15.0,15.0,15.0,15,2025-12-16,2025-12-27,645.0,calendar_analysis_duration_with_compatible_overlap_restored,52.5,22.5,1,False,,,210877.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/the world crisis abriged - Winston Churchill.epub,90.0,210877.0,,,,,,Histories,1692.0,33.0,0.0,326.94108527131783,312.41037037037034,312.41037037037034,180.0,465.0,0.27906976744186046,63000.0,147877.0,318.01505376344085,False,476.5581920903955,80.23634630614055,2025,True,True,True,True,
finish_0179,the world crisis volume 2,2026-01-04,895.0000000000001,977.5,977.5,677.5000000000001,692.5000000000001,692.5000000000001,67.5,135.0,135.0,150.0,150.0,150.0,17,2026-01-01,2026-01-05,977.5,calendar_analysis_duration_with_compatible_overlap_restored,82.5,82.5,1,False,,,203721.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/The World Crisis - Churchill Winston - Volume 3_ 1916-1918.mobi,85.0,203721.0,,,,,,Histories,7976.0,146.0,46.0,208.41023017902813,208.41023017902813,208.41023017902813,135.0,842.5,0.13810741687979539,47250.0,156471.0,185.72225519287835,False,300.6952029520295,391.5158476543901,2026,True,True,True,True,
finish_0180,the world crisis vol 3,2026-01-07,427.5,480.0,427.5,390.0,420.0,390.0,0.0,0.0,0.0,37.5,60.0,37.5,6,2026-01-06,2026-01-08,427.5,calendar_analysis_duration_with_compatible_overlap_restored,52.5,0.0,1,False,,,203721.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/The World Crisis - Churchill Winston - Volume 3_ 1916-1918.mobi,85.0,203721.0,,,,,,Histories,7976.0,146.0,46.0,476.54035087719296,424.41875,424.41875,0.0,427.5,0.0,0.0,203721.0,476.54035087719296,False,522.3615384615384,391.5158476543901,2026,True,True,True,True,
finish_0181,the world crisis volume 4,2026-01-10,712.5,720.0,720.0,682.5,690.0,690.0,0.0,0.0,0.0,30.0,30.0,30.0,9,2026-01-09,2026-01-10,720.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,164311.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/The World Crisis. Volume 4_ The Aftermath - Churchill Winston.mobi,90.0,164311.0,,,,,,Histories,0.0,0.0,0.0,228.2097222222222,228.2097222222222,228.2097222222222,0.0,720.0,0.0,0.0,164311.0,228.2097222222222,False,240.74871794871794,0.0,2026,True,True,True,True,
finish_0182,the history of the English speaking peoples volume 4,2026-01-11,905.0,1110.0,1110.0,720.0,735.0,735.0,154.99999999999997,315.0,315.0,30.0,60.0,60.0,18,2025-11-15,2026-01-11,1110.0,calendar_analysis_duration_with_compatible_overlap_restored,205.0000000000001,205.0000000000001,1,False,,,124300.0,local_file_word_count,high,"data/Books/The Great Democracies_ A History of the English-Speaking Peoples, Volume IV - Churchill, Winston Spencer - (2005, Barnes & Noble).epub",100.0,124300.0,,,,,,Histories,4348.0,87.0,12.0,111.98198198198199,111.98198198198199,111.98198198198199,315.0,795.0,0.28378378378378377,110250.0,14050.0,17.67295597484277,True,172.63888888888889,349.798873692679,2026,True,True,True,False,
finish_0183,going postal,2026-01-14,285.0,285.0,285.0,135.0,135.0,135.0,0.0,0.0,0.0,150.0,150.0,150.0,2,2026-01-13,2026-01-14,285.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,121922.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Going Postal [Discworld 33] - Terry Pratchett - (2009, HarperCollins).epub",90.0,121922.0,,,,,,fiction,0.0,0.0,0.0,427.7964912280702,427.7964912280702,427.7964912280702,0.0,285.0,0.0,0.0,121922.0,427.7964912280702,False,903.1259259259259,0.0,2026,True,True,True,True,
finish_0184,Now It Can Be Told,2026-01-19,217.5,360.0,270.0,15.0,15.0,15.0,172.5,315.0,225.0,30.0,30.0,30.0,7,2025-07-06,2026-01-19,270.0,calendar_analysis_duration_with_compatible_overlap_restored,142.5,52.5,1,False,,,168544.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Now it can be told _ the story of the Manhattan Project - Groves , Leslie R - (1983, Da Capo Press).epub",90.0,168544.0,,,,,,"Business, management",16.0,1.0,0.0,624.237037037037,468.1777777777778,468.1777777777778,225.0,45.0,0.8333333333333334,78750.0,89794.0,1995.4222222222222,True,11236.266666666666,0.9493070058857034,2026,True,True,True,False,
finish_0186,it's better to be feared,2026-01-24,743.9416666666667,765.0,765.0,638.9416666666667,660.0,660.0,0.0,0.0,0.0,105.0,105.0,105.0,12,2026-01-20,2026-01-24,765.0,calendar_analysis_duration_with_compatible_overlap_restored,21.05833333333328,21.05833333333328,1,False,,,193830.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/It's Better to Be Feared_ The New England Patriots Dynasty and the Pursuit of Greatness - Seth Wickersham - (2021, Liveright).epub",90.0,193830.0,,,,,,General Reading,24434.0,423.0,738.0,253.37254901960785,253.37254901960785,253.37254901960785,0.0,765.0,0.0,0.0,193830.0,253.37254901960785,False,303.3610266977945,1260.589176082134,2026,True,True,True,True,
finish_0187,the effective executive,2026-01-29,97.5,150.0,150.0,22.5,30.0,30.0,60.0,90.0,90.0,15.0,30.0,30.0,7,2025-01-22,2026-01-30,150.0,calendar_analysis_duration_with_compatible_overlap_restored,52.5,52.5,1,False,,,66884.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/The Effective Executive_ The Definitive Guide to Getting the Right Things Done - Peter F. Drucker, Jim Collins - (2017, HarperBusiness).epub",90.0,66884.0,,,,,,"Business, management",1457.0,29.0,0.0,445.8933333333333,445.8933333333333,445.8933333333333,90.0,60.0,0.6,31500.0,35384.0,589.7333333333333,True,2972.6222222222223,217.83984211470604,2026,True,True,True,False,
finish_0188,the best and brightest,2026-02-02,1314.9999999999998,1350.0,1329.9999999999998,1284.9999999999998,1320.0,1299.9999999999998,0.0,0.0,0.0,30.0,30.0,30.0,23,2026-01-22,2026-02-02,1329.9999999999998,calendar_analysis_duration_with_compatible_overlap_restored,35.00000000000023,15.0,1,False,,,352433.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/The Best and the Brightest - David Halberstam - (2001, Modern Library).epub",85.0,352433.0,,,,,,Histories,58409.0,876.0,904.0,264.98721804511285,261.0614814814815,261.0614814814815,0.0,1329.9999999999998,0.0,0.0,352433.0,264.98721804511285,False,274.26692607003895,1657.3079138446174,2026,True,True,True,True,
finish_0189,good omens,2026-02-08,405.0,405.0,405.0,210.0,210.0,210.0,0.0,0.0,0.0,195.0,195.0,195.0,6,2021-09-22,2026-02-08,405.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,108262.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Good Omens - Pratchett, Terry _ Gaiman, Neil.pdf",90.0,108262.0,,,,,,fiction,0.0,0.0,0.0,267.3135802469136,267.3135802469136,267.3135802469136,0.0,405.0,0.0,0.0,108262.0,267.3135802469136,False,515.5333333333333,0.0,2026,True,True,True,True,
finish_0190,prime movers of globalization,2026-02-09,307.5,315.0,315.0,262.5,270.0,270.0,0.0,0.0,0.0,45.0,45.0,45.0,10,2025-11-17,2026-02-09,315.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,89140.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/eleven_upload/Business, management/Prime Movers of Globalization.epub",100.0,89140.0,,,,,,"Business, management",7240.0,145.0,40.0,282.984126984127,282.984126984127,282.984126984127,0.0,315.0,0.0,0.0,89140.0,282.984126984127,False,339.5809523809524,812.2055194076733,2026,True,True,True,True,
finish_0191,shoe dog,2026-02-11,352.5,360.0,360.0,345.0,345.0,345.0,0.0,0.0,0.0,7.5,15.0,15.0,3,2026-02-10,2026-02-11,360.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,126187.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Shoe Dog_ A Memoir by the Creator of Nike - Nike (Firm)_Knight, Philip H - (2018_2016, Scribner).epub",90.0,126187.0,,,,,,"Business, management",19891.0,325.0,866.0,350.51944444444445,350.51944444444445,350.51944444444445,0.0,360.0,0.0,0.0,126187.0,350.51944444444445,False,365.7594202898551,1576.3113474446654,2026,True,True,True,True,
finish_0192,the billionaire and the mechanic,2026-02-14,465.0,480.0,480.0,360.0,375.0,375.0,0.0,0.0,0.0,105.0,105.0,105.0,4,2026-02-13,2026-02-14,480.0,calendar_analysis_duration_with_compatible_overlap_restored,15.0,15.0,1,False,,,142997.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/The billionaire and the mechanic_ how Larry Ellison and a car mechanic teamed up to win sailing's greatest race, the America's -  Bajurin, Norbert_Ellison, Larry_Guthrie, Julian - (2014, Grove Atlantic_Grove Press).epub",90.0,142997.0,,,,,,General Reading,16057.0,274.0,828.0,297.91041666666666,297.91041666666666,297.91041666666666,0.0,480.0,0.0,0.0,142997.0,297.91041666666666,False,397.2138888888889,1122.890690014476,2026,True,True,True,True,
finish_0195,night watch,2026-03-05,322.5,322.5,322.5,300.0,300.0,300.0,0.0,0.0,0.0,22.5,22.5,22.5,6,2026-03-01,2026-03-05,322.5,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,114186.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Night Watch [Discworld 29 ] - Terry, Pratchett (2010).epub",90.0,114186.0,,,,,,fiction,0.0,0.0,0.0,354.06511627906974,354.06511627906974,354.06511627906974,0.0,322.5,0.0,0.0,114186.0,354.06511627906974,False,380.62,0.0,2026,True,True,True,True,
finish_0197,fall of Hyperion,2026-03-11,652.5,660.0,660.0,495.0,495.0,495.0,0.0,0.0,0.0,157.5,165.0,165.0,6,2026-03-10,2026-03-11,660.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,190753.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Hyperion Cantos [02] - The Fall of Hyperion - [Hyperion Cantos _2] Simmons, Dan - (1990, Spectra).epub",90.0,190753.0,,,,,,fiction,0.0,0.0,0.0,289.01969696969695,289.01969696969695,289.01969696969695,0.0,660.0,0.0,0.0,190753.0,289.01969696969695,False,385.35959595959594,0.0,2026,True,True,True,True,
finish_0201,Churchill: Walking with Destiny,2026-04-24,2630.0,2985.0,2727.5,2585.0,2940.0,2682.5,0.0,0.0,0.0,45.0,45.0,45.0,37,2026-03-20,2026-04-26,2727.5,calendar_analysis_duration_with_compatible_overlap_restored,355.0,97.5,1,False,,,513344.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Churchill_ Walking with Destiny - Andrew Roberts - (2018, Allen Lane).epub",90.0,513344.0,,,,,,,42827.0,999.0,1528.0,188.21044912923924,171.9745393634841,171.9745393634841,0.0,2727.5,0.0,0.0,513344.0,188.21044912923924,False,198.58568665377177,834.2748722104476,2026,True,True,True,True,
finish_0202,churchill the power of words,2026-05-07,517.5,532.5,532.5,487.5,502.5,502.5,0.0,0.0,0.0,30.0,30.0,30.0,9,2026-02-15,2026-05-07,532.5,calendar_analysis_duration_with_compatible_overlap_restored,15.0,15.0,1,False,,,175294.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Churchill _ the power of words _ his remarkable life recounted through his writings and speeches _ 200 readings - Churchill, Winston S_ Gilbert, Martin (Editor) - (2014, Da Capo Press_Bantam Press).epub",90.0,175294.0,,,,,,,0.0,0.0,0.0,329.1906103286385,329.1906103286385,329.1906103286385,0.0,532.5,0.0,0.0,175294.0,329.1906103286385,False,359.5774358974359,0.0,2026,True,True,True,True,
finish_0203,the nvidia way,2026-05-13,112.5,210.0,210.0,30.0,60.0,60.0,67.5,120.0,120.0,15.0,30.0,30.0,5,2026-04-26,2026-05-13,210.0,calendar_analysis_duration_with_compatible_overlap_restored,97.5,97.5,1,False,,,86380.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/The Nvidia Way_ Jensen Huang and the Making of a Tech Giant - Tae Kim - (2024, W. W. Norton & Company).epub",90.0,86380.0,,,,,,,0.0,0.0,0.0,411.3333333333333,411.3333333333333,411.3333333333333,120.0,90.0,0.5714285714285714,42000.0,44380.0,493.1111111111111,True,2879.3333333333335,0.0,2026,True,True,True,False,
finish_0204,managing the professional services firm,2026-05-14,397.5,420.0,420.0,382.5,405.0,405.0,0.0,0.0,0.0,15.0,15.0,15.0,14,2026-04-28,2026-05-14,420.0,calendar_analysis_duration_with_compatible_overlap_restored,22.5,22.5,1,False,,,118025.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Managing the professional service firm - Maister, David H. - (2014, Free Press).epub",80.0,118025.0,,,,,,,11195.0,226.0,98.0,281.01190476190476,281.01190476190476,281.01190476190476,0.0,420.0,0.0,0.0,118025.0,281.01190476190476,False,308.562091503268,948.5278542681635,2026,True,True,True,True,
