finish_id,title,matched_finish_date,first_pass_calendar_minutes,first_pass_wall_clock_minutes,first_pass_overlap_policy_minutes,reading_calendar_minutes,reading_wall_clock_minutes,reading_overlap_policy_minutes,audiobook_calendar_minutes,audiobook_wall_clock_minutes,audiobook_overlap_policy_minutes,finished_calendar_minutes,finished_wall_clock_minutes,finished_overlap_policy_minutes,n_included_events,first_event,last_event,primary_first_pass_minutes,primary_minutes_rule,calendar_overlap_delta_minutes,overlap_policy_restored_minutes,read_instance,is_reread,previous_finish_date,days_since_previous_finish,chosen_word_count,word_count_source,word_count_confidence,local_file_path,local_file_match_score,local_file_word_count,local_file_error,external_word_count,external_word_count_source,metadata_page_count,metadata_word_estimate,category,highlighted_words,highlight_count,my_note_words,wpm_first_pass_primary,wpm_first_pass_wall_clock,wpm_first_pass_full_wall_clock,audiobook_primary_minutes,non_audio_primary_minutes,audiobook_share_of_primary_minutes,estimated_audio_words_at_350wpm,estimated_visual_words_after_audio_350wpm,wpm_visual_after_audio_350wpm,audio_dominant,wpm_reading_only_calendar,highlight_words_per_10k_words,finish_year,usable_for_speed,usable_for_confident_speed,usable_for_duration_screened_speed,usable_for_visual_reading_speed,duration_screen_exclusion_reason
finish_0075,The Checklist Manifesto,2024-03-19,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,105.0,105.0,1,2024-03-19,2024-03-19,105.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,58116.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/The Checklist Manifesto- How to Get Things Right - Gawande, Atul.epub",90.0,58116.0,,,,209.0,57475.0,"Business, management",6154.0,104.0,4.0,553.4857142857143,553.4857142857143,553.4857142857143,0.0,105.0,0.0,0.0,58116.0,553.4857142857143,False,inf,1058.9166494597014,2024,True,True,True,True,
finish_0079,the world of null a,2024-05-05,195.0,195.0,195.0,120.0,120.0,120.0,0.0,0.0,0.0,75.0,75.0,75.0,4,2024-05-04,2024-05-05,195.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,60775.0,metadata_pages_x_words_per_page,medium,,0.0,,,,,221.0,60775.0,fiction,0.0,0.0,0.0,311.6666666666667,311.6666666666667,311.6666666666667,0.0,195.0,0.0,0.0,60775.0,311.6666666666667,False,506.4583333333333,0.0,2024,True,False,True,True,
finish_0080,16 ways to defend a walled city,2024-05-12,285.0,285.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,285.0,285.0,1,2024-05-12,2024-05-12,285.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,105600.0,metadata_pages_x_words_per_page,medium,,0.0,,,,,384.0,105600.0,fiction,1144.0,27.0,12.0,370.5263157894737,370.5263157894737,370.5263157894737,0.0,285.0,0.0,0.0,105600.0,370.5263157894737,False,inf,108.33333333333334,2024,True,False,True,True,
finish_0081,Methuselah's Children,2024-05-15,165.0,165.0,165.0,120.0,120.0,120.0,0.0,0.0,0.0,45.0,45.0,45.0,2,2024-05-15,2024-05-15,165.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,67250.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Methuselah's Children - Heinlein, Robert Anson.epub",90.0,67250.0,,,,,,,0.0,0.0,0.0,407.57575757575756,407.57575757575756,407.57575757575756,0.0,165.0,0.0,0.0,67250.0,407.57575757575756,False,560.4166666666666,0.0,2024,True,True,True,True,
finish_0083,consider phlebas,2024-06-04,529.9999999999999,555.0,555.0,484.99999999999994,510.0,510.0,0.0,0.0,0.0,45.0,45.0,45.0,12,2024-05-17,2024-06-04,555.0,calendar_analysis_duration_with_compatible_overlap_restored,25.000000000000114,25.000000000000114,1,False,,,129525.0,metadata_pages_x_words_per_page,medium,,0.0,,,,,471.0,129525.0,fiction,0.0,0.0,0.0,233.3783783783784,233.3783783783784,233.3783783783784,0.0,555.0,0.0,0.0,129525.0,233.3783783783784,False,267.0618556701031,0.0,2024,True,False,True,True,
finish_0084,50 essays by george orwell,2024-06-19,907.5,975.0,915.0,802.5,870.0,810.0,0.0,0.0,0.0,105.0,105.0,105.0,20,2024-06-09,2024-06-19,915.0,calendar_analysis_duration_with_compatible_overlap_restored,67.5,7.5,1,False,,,232021.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/ 50 Essays by George Orwell.lit,100.0,232021.0,,,,346.0,95150.0,Literature,20023.0,298.0,86.0,253.57486338797816,237.9702564102564,237.9702564102564,0.0,915.0,0.0,0.0,232021.0,253.57486338797816,False,289.1227414330218,862.9822300567622,2024,True,True,True,True,
finish_0085,Jeeves Stories,2024-06-30,517.5,532.5,532.5,457.5,472.5,472.5,0.0,0.0,0.0,60.0,60.0,60.0,15,2024-03-30,2024-06-30,532.5,calendar_analysis_duration_with_compatible_overlap_restored,15.0,15.0,1,False,,,72325.0,metadata_pages_x_words_per_page,medium,,0.0,,,,,263.0,72325.0,Literature,2823.0,64.0,0.0,135.82159624413146,135.82159624413146,135.82159624413146,0.0,532.5,0.0,0.0,72325.0,135.82159624413146,False,158.08743169398906,390.3214656066367,2024,True,False,True,True,
finish_0086,Just for Fun : The Story of an Accidental Revolutionary,2024-07-14,180.0,195.0,195.0,157.5,165.0,165.0,0.0,0.0,0.0,22.5,30.0,30.0,4,2024-07-01,2024-07-14,195.0,calendar_analysis_duration_with_compatible_overlap_restored,15.0,15.0,1,False,,,75625.0,metadata_pages_x_words_per_page,medium,,0.0,,,,,275.0,75625.0,"Business, management",7951.0,111.0,102.0,387.8205128205128,387.8205128205128,387.8205128205128,0.0,195.0,0.0,0.0,75625.0,387.8205128205128,False,480.1587301587302,1051.3719008264463,2024,True,False,True,True,
finish_0090,there is no anti-memetic division,2024-08-24,180.0,180.0,180.0,120.0,120.0,120.0,0.0,0.0,0.0,60.0,60.0,60.0,2,2024-08-24,2024-08-24,180.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,69575.0,metadata_pages_x_words_per_page,medium,,0.0,,,,,253.0,69575.0,fiction,0.0,0.0,0.0,386.52777777777777,386.52777777777777,386.52777777777777,0.0,180.0,0.0,0.0,69575.0,386.52777777777777,False,579.7916666666666,0.0,2024,True,False,True,True,
finish_0093,A Supposedly Fun Thing I'll Never Do Again,2024-09-04,285.0,375.0,375.0,210.0,300.0,300.0,0.0,0.0,0.0,75.0,75.0,75.0,5,2024-09-03,2024-09-04,375.0,calendar_analysis_duration_with_compatible_overlap_restored,90.0,90.0,1,False,,,97075.0,metadata_pages_x_words_per_page,medium,,0.0,,,,,353.0,97075.0,General Reading,9021.0,95.0,38.0,258.8666666666667,258.8666666666667,258.8666666666667,0.0,375.0,0.0,0.0,97075.0,258.8666666666667,False,462.26190476190476,929.2814833891321,2024,True,False,True,True,
finish_0094,The Oxford Book of Short Stories,2024-09-14,742.0916666666667,795.0,795.0,712.0916666666667,765.0,765.0,0.0,0.0,0.0,30.0,30.0,30.0,22,2024-08-08,2024-09-14,795.0,calendar_analysis_duration_with_compatible_overlap_restored,52.9083333333333,52.9083333333333,1,False,,,231363.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/The Oxford Book of Short Stories - V. S. Pritchett.epub,90.0,231363.0,,,,547.0,150425.0,Literature,4537.0,67.0,0.0,291.022641509434,291.022641509434,291.022641509434,0.0,795.0,0.0,0.0,231363.0,291.022641509434,False,324.90620355525385,196.09877119504847,2024,True,True,True,True,
finish_0095,Red Plenty,2024-09-19,600.0,600.0,600.0,585.0,585.0,585.0,0.0,0.0,0.0,15.0,15.0,15.0,10,2024-09-17,2024-09-19,600.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,172213.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Red Plenty - F Spufford - (2010, Faber and Faber).epub",90.0,172213.0,,,,434.0,119350.0,General Reading,14255.0,172.0,52.0,287.02166666666665,287.02166666666665,287.02166666666665,0.0,600.0,0.0,0.0,172213.0,287.02166666666665,False,294.3811965811966,827.7540023110914,2024,True,True,True,True,
finish_0096,The innocence of Father Brown,2024-09-25,255.0,255.0,255.0,240.0,240.0,240.0,0.0,0.0,0.0,15.0,15.0,15.0,9,2024-06-12,2024-09-25,255.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,83772.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/The innocence of Father Brown by G. K. Chesterton.epub,90.0,83772.0,,,,208.0,57200.0,General Reading,0.0,0.0,0.0,328.5176470588235,328.5176470588235,328.5176470588235,0.0,255.0,0.0,0.0,83772.0,328.5176470588235,False,349.05,0.0,2024,True,True,True,True,
finish_0098,Brief Interviews with Hideous Men,2024-10-09,397.5,420.0,397.5,382.5,405.0,382.5,0.0,0.0,0.0,15.0,15.0,15.0,10,2024-09-14,2024-10-09,397.5,calendar_analysis_duration_with_compatible_overlap_restored,22.5,0.0,1,False,,,109940.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Brief Interviews with Hideous Men - Wallace, David Foster (1999).epub",90.0,109940.0,,,,281.0,77275.0,Literature,3880.0,47.0,0.0,276.57861635220127,261.76190476190476,261.76190476190476,0.0,397.5,0.0,0.0,109940.0,276.57861635220127,False,287.42483660130716,352.9197744224123,2024,True,True,True,True,
finish_0101,the goal,2024-10-12,422.49999999999994,422.49999999999994,422.49999999999994,414.99999999999994,414.99999999999994,414.99999999999994,0.0,0.0,0.0,7.5,7.5,7.5,9,2024-09-21,2024-10-12,422.49999999999994,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,143785.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/The goal_ a process of ongoing improvement  -Eliyahu M. Goldratt, Jeff Cox - North River Press 2004.epub",90.0,143785.0,,,,,,,0.0,0.0,0.0,340.319526627219,340.319526627219,340.319526627219,0.0,422.49999999999994,0.0,0.0,143785.0,340.319526627219,False,346.46987951807233,0.0,2024,True,True,True,True,
finish_0103,The Doomsday Machine,2024-10-24,562.5,570.0,570.0,487.5,495.0,495.0,0.0,0.0,0.0,75.0,75.0,75.0,5,2024-10-23,2024-10-24,570.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,170821.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/The Doomsday Machine_ Confessions of a Nuclear War Planner - Daniel Ellsberg -  (2017, Bloomsbury USA).epub",90.0,170821.0,,,,,,"Business, management",22409.0,308.0,422.0,299.6859649122807,299.6859649122807,299.6859649122807,0.0,570.0,0.0,0.0,170821.0,299.6859649122807,False,350.4020512820513,1311.841049987999,2024,True,True,True,True,
finish_0105,How to Fail at Almost Everything and Still Win Big,2024-10-31,180.0,210.0,210.0,90.0,105.0,105.0,0.0,0.0,0.0,90.0,105.0,105.0,4,2024-10-22,2024-10-31,210.0,calendar_analysis_duration_with_compatible_overlap_restored,30.0,30.0,1,False,,,88975.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/How to fail at almost everything and still win big _ kind of the story of my life - Adams, Scott - Penguin Books Ltd_Portfolio_Penguin (2013).epub",90.0,88975.0,,,,248.0,68200.0,"Business, management",6308.0,116.0,138.0,423.6904761904762,423.6904761904762,423.6904761904762,0.0,210.0,0.0,0.0,88975.0,423.6904761904762,False,988.6111111111111,708.9631919078392,2024,True,True,True,True,
finish_0107,IMPRO Improvisation and the Theatre,2024-11-09,165.0,165.0,165.0,135.0,135.0,135.0,0.0,0.0,0.0,30.0,30.0,30.0,4,2024-11-02,2024-11-09,165.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,86503.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Impro_ Improvisation and the Theatre - Keith Johnstone - (2016, Bloomsbury).epub",90.0,86503.0,,,,208.0,57200.0,General Reading,7383.0,138.0,102.0,524.260606060606,524.260606060606,524.260606060606,0.0,165.0,0.0,0.0,86503.0,524.260606060606,False,640.762962962963,853.4964105291145,2024,True,True,True,True,
finish_0108,Downfall,2024-11-17,225.0,225.0,225.0,135.0,135.0,135.0,0.0,0.0,0.0,90.0,90.0,90.0,4,2024-11-15,2024-11-17,225.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,66362.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/ Downfall_ Prigozhin, Putin, and the New Fight for the Future of Russia - Anna Arutunyan_ Mark Galeotti - (2024, Ebury Publishing).epub",80.0,66362.0,,,,,,"Business, management",8168.0,168.0,122.0,294.9422222222222,294.9422222222222,294.9422222222222,0.0,225.0,0.0,0.0,66362.0,294.9422222222222,False,491.57037037037037,1230.8248696543203,2024,True,True,True,True,
finish_0109,Designing Machine Learning Systems,2024-11-21,225.0,225.0,225.0,90.0,90.0,90.0,0.0,0.0,0.0,135.0,135.0,135.0,2,2024-11-19,2024-11-21,225.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,138130.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Designing Machine Learning Systems_ An Iterative Process for Production-Ready Applications - Chip Huyen -  (2022, O'Reilly Media).epub",90.0,138130.0,,,,386.0,106150.0,Machine Learning,7297.0,175.0,196.0,613.9111111111112,613.9111111111112,613.9111111111112,0.0,225.0,0.0,0.0,138130.0,613.9111111111112,False,1534.7777777777778,528.2704698472453,2024,True,True,True,True,
finish_0110,"Declare_ A novel - Powers, Tim.pdf",2024-11-28,532.5,540.0,540.0,262.5,270.0,270.0,0.0,0.0,0.0,270.0,270.0,270.0,5,2024-11-21,2024-11-28,540.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,212503.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Declare_ A novel - Powers, Tim.pdf",100.0,212503.0,,,,528.0,145200.0,fiction,0.0,0.0,0.0,393.52407407407406,393.52407407407406,393.52407407407406,0.0,540.0,0.0,0.0,212503.0,393.52407407407406,False,809.5352380952381,0.0,2024,True,True,True,True,
finish_0112,machine learning engineering,2024-12-12,212.5,220.0,220.0,167.5,175.0,175.0,0.0,0.0,0.0,45.0,45.0,45.0,6,2024-12-02,2024-12-12,220.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,107231.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/Machine Learning Engineering - Andriy Burkov - (2020).pdf,90.0,107231.0,,,,301.0,82775.0,Machine Learning,0.0,0.0,0.0,487.4136363636364,487.4136363636364,487.4136363636364,0.0,220.0,0.0,0.0,107231.0,487.4136363636364,False,640.1850746268657,0.0,2024,True,True,True,True,
finish_0113,nonviolent communication,2024-12-17,225.0,225.0,225.0,210.0,210.0,210.0,0.0,0.0,0.0,15.0,15.0,15.0,6,2024-12-06,2024-12-17,225.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,77612.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/Nonviolent Communication_ A Language of Life_ Life-Changing -- Marshall B_ Rosenberg -- 2015 -- Puddledancer Press.epub,90.0,77612.0,,,,,,General Reading,5630.0,123.0,86.0,344.9422222222222,344.9422222222222,344.9422222222222,0.0,225.0,0.0,0.0,77612.0,344.9422222222222,False,369.5809523809524,725.4032881513168,2024,True,True,True,True,
finish_0114,the art of military innovation,2024-12-19,457.5,465.0,465.0,427.5,435.0,435.0,0.0,0.0,0.0,30.0,30.0,30.0,10,2024-12-14,2024-12-19,465.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,116766.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/The Art of Military Innovation_ Lessons from the Israel Defense Forces - Edward N. Luttwak_ Eitan Shamir - (2023, Harvard University Press) [10.4159_9780674295148].pdf",90.0,116766.0,,,,,,"Business, management",12776.0,218.0,642.0,251.10967741935485,251.10967741935485,251.10967741935485,0.0,465.0,0.0,0.0,116766.0,251.10967741935485,False,273.13684210526316,1094.1541202062244,2024,True,True,True,True,
finish_0117,Apollo: The Race to the Moon,2025-01-02,622.5,630.0,630.0,450.0,450.0,450.0,0.0,0.0,0.0,172.5,180.0,180.0,4,2024-12-30,2025-01-02,630.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,201859.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Apollo_ The Race to the Moon - Murray, Charles _ Cox, Catherine Bly - (1989, Simon & Schuster).epub",90.0,201859.0,,,,512.0,140800.0,"Business, management",31523.0,421.0,392.0,320.4111111111111,320.4111111111111,320.4111111111111,0.0,630.0,0.0,0.0,201859.0,320.4111111111111,False,448.5755555555556,1561.6346063341243,2025,True,True,True,True,
finish_0118,best of Isaac Asimov,2025-01-10,390.0,390.0,390.0,360.0,360.0,360.0,0.0,0.0,0.0,30.0,30.0,30.0,7,2025-01-09,2025-01-10,390.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,113962.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/The Best of Isaac Asimov - Isaac Asimov - (2005).epub,90.0,113962.0,,,,,,fiction,4344.0,64.0,164.0,292.2102564102564,292.2102564102564,292.2102564102564,0.0,390.0,0.0,0.0,113962.0,292.2102564102564,False,316.56111111111113,381.1796914761061,2025,True,True,True,True,
finish_0119,parkinson's law,2025-01-15,150.0,150.0,150.0,120.0,120.0,120.0,0.0,0.0,0.0,30.0,30.0,30.0,4,2022-05-23,2025-01-15,150.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,28624.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Parkinson’s Law, and Other Studies in Administration-Cyril Northcote Parkinson - Houghton Mifflin (1957).pdf",90.0,28624.0,,,,140.0,38500.0,"Business, management",0.0,0.0,0.0,190.82666666666665,190.82666666666665,190.82666666666665,0.0,150.0,0.0,0.0,28624.0,190.82666666666665,False,238.53333333333333,0.0,2025,True,True,True,True,
finish_0121,Life and Fate,2025-01-22,1065.0,1125.0,1095.0,975.0,1035.0,1005.0,0.0,0.0,0.0,90.0,90.0,90.0,17,2025-01-04,2025-01-22,1095.0,calendar_analysis_duration_with_compatible_overlap_restored,60.0,30.0,1,False,,,337300.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Life And Fate - Grossman, Vasily - (Orange Inheritance Edition) (2011, Random House).epub",90.0,337300.0,,,,487.0,133925.0,Literature,26672.0,254.0,160.0,308.0365296803653,299.8222222222222,299.8222222222222,0.0,1095.0,0.0,0.0,337300.0,308.0365296803653,False,345.94871794871796,790.7500741179958,2025,True,True,True,True,
finish_0122,Monday Starts on Saturday,2025-01-27,195.0,210.0,210.0,150.0,165.0,165.0,0.0,0.0,0.0,45.0,45.0,45.0,6,2025-01-26,2025-01-27,210.0,calendar_analysis_duration_with_compatible_overlap_restored,15.0,15.0,1,False,,,87094.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Monday Starts on Saturday - Strugatsky, Boris - (2017, Chicago Review Press).epub",90.0,87094.0,,,,304.0,83600.0,fiction,2818.0,38.0,16.0,414.73333333333335,414.73333333333335,414.73333333333335,0.0,210.0,0.0,0.0,87094.0,414.73333333333335,False,580.6266666666667,323.55845408409306,2025,True,True,True,True,
finish_0123,Kelly my share of it all,2025-01-28,300.0,300.0,300.0,195.0,195.0,195.0,0.0,0.0,0.0,105.0,105.0,105.0,5,2025-01-24,2025-01-28,300.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,69433.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Kelly_ More Than My Share of It All -- Clarence L_ Johnson, Maggie Smith -- 2012.epub",80.0,69433.0,,,,,,General Reading,0.0,0.0,0.0,231.44333333333333,231.44333333333333,231.44333333333333,0.0,300.0,0.0,0.0,69433.0,231.44333333333333,False,356.06666666666666,0.0,2025,True,True,True,True,
finish_0124,Atomic Habits,2025-02-01,157.5,165.0,165.0,135.0,135.0,135.0,0.0,0.0,0.0,22.5,30.0,30.0,4,2025-01-28,2025-02-01,165.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,80712.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Atomic habits_ an easy and proven way to build good habits and break bad ones - Clear, James - (2018, Random House Business Books).epub",90.0,80712.0,,,,322.0,88550.0,General Reading,4507.0,104.0,64.0,489.1636363636364,489.1636363636364,489.1636363636364,0.0,165.0,0.0,0.0,80712.0,489.1636363636364,False,597.8666666666667,558.405193775399,2025,True,True,True,True,
finish_0125,rlhf,2025-02-03,120.0,120.0,120.0,75.0,75.0,75.0,0.0,0.0,0.0,45.0,45.0,45.0,2,2025-02-01,2025-02-03,120.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,48307.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/Reinforcement Learning from Human Feedback_ jun 11_ A short introduction to RLHF and post-training focused on language models - Nathan Lambert.pdf,80.0,48307.0,,,,,,,0.0,0.0,0.0,402.55833333333334,402.55833333333334,402.55833333333334,0.0,120.0,0.0,0.0,48307.0,402.55833333333334,False,644.0933333333334,0.0,2025,True,True,True,True,
finish_0130,the pale king,2025-03-21,660.0,667.5,667.5,600.0,607.5,607.5,0.0,0.0,0.0,60.0,60.0,60.0,7,2025-03-18,2025-03-21,667.5,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,213241.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/The Pale King- An Unfinished Novel - Wallace, David Foster - (2011, Little, Brown and Company).epub",90.0,213241.0,,,,,,Literature,14941.0,166.0,350.0,319.46217228464417,319.46217228464417,319.46217228464417,0.0,667.5,0.0,0.0,213241.0,319.46217228464417,False,355.40166666666664,700.6626305447827,2025,True,True,True,True,
finish_0131,the Oxford book of essays,2025-03-22,240.0,300.0,255.0,195.0,210.0,210.0,0.0,0.0,0.0,45.0,90.0,45.0,9,2024-08-19,2025-03-22,255.0,calendar_analysis_duration_with_compatible_overlap_restored,60.0,15.0,1,False,,,284080.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/The Oxford Book of Essays-John J. Gross - Oxford University Press (1991).pdf,90.0,284080.0,,,,,,Literature,0.0,0.0,0.0,1114.0392156862745,946.9333333333333,946.9333333333333,0.0,255.0,0.0,0.0,284080.0,1114.0392156862745,False,1456.820512820513,0.0,2025,True,True,True,True,
finish_0132,12 rules for life,2025-03-23,412.5,412.5,412.5,352.5,352.5,352.5,0.0,0.0,0.0,60.0,60.0,60.0,11,2024-11-14,2025-03-23,412.5,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,151490.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/12 Rules for Life [Hardcover] and Maps of Meaning) 12 Rules for Life_ An Antidote to Ch - Jordan B. Peterson - (2018, Penguin Books Ltd_ Allen Lane).epub",90.0,151490.0,,,,,,General Reading,11157.0,186.0,92.0,367.24848484848485,367.24848484848485,367.24848484848485,0.0,412.5,0.0,0.0,151490.0,367.24848484848485,False,429.7588652482269,736.4842563865602,2025,True,True,True,True,
finish_0133,the pentagon wars,2025-03-31,337.5,345.0,345.0,262.5,270.0,270.0,0.0,0.0,0.0,75.0,75.0,75.0,7,2025-03-25,2025-03-31,345.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,135747.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/The Pentagon Wars_ Reformers Challenge the Old Guard - James G. Burton - (2014, US Naval Institute Press).epub",90.0,135747.0,,,,,,"Business, management",16132.0,238.0,772.0,393.4695652173913,393.4695652173913,393.4695652173913,0.0,345.0,0.0,0.0,135747.0,393.4695652173913,False,517.1314285714286,1188.3872203437277,2025,True,True,True,True,
finish_0134,you just dont understand,2025-04-18,307.5,315.0,315.0,285.0,285.0,285.0,0.0,0.0,0.0,22.5,30.0,30.0,7,2025-04-07,2025-04-18,315.0,calendar_analysis_duration_with_compatible_overlap_restored,7.5,7.5,1,False,,,108821.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/You Just Don't Understand - Tannen, Deborah.epub",85.0,108821.0,,,,,,General Reading,8888.0,158.0,140.0,345.4634920634921,345.4634920634921,345.4634920634921,0.0,315.0,0.0,0.0,108821.0,345.4634920634921,False,381.8280701754386,816.7541191497966,2025,True,True,True,True,
finish_0135,on China,2025-04-19,660.0,675.0,675.0,585.0,600.0,600.0,0.0,0.0,0.0,75.0,75.0,75.0,14,2025-03-23,2025-04-19,675.0,calendar_analysis_duration_with_compatible_overlap_restored,15.0,15.0,1,False,,,188154.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/On China - Kissinger, Henry.epub",90.0,188154.0,,,,,,Histories,23864.0,453.0,248.0,278.74666666666667,278.74666666666667,278.74666666666667,0.0,675.0,0.0,0.0,188154.0,278.74666666666667,False,321.6307692307692,1268.3227568906323,2025,True,True,True,True,
finish_0136,The Path to Power: The Years of Lyndon Johnson I,2025-05-04,1287.5,1340.0,1340.0,1205.0,1220.0,1220.0,30.0,60.0,60.0,52.5,60.0,60.0,20,2022-10-15,2025-05-04,1340.0,calendar_analysis_duration_with_compatible_overlap_restored,52.5,52.5,1,False,,,465435.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/The Path to Power_ The Years of Lyndon Johnson vol I - Robert A. Caro -  (2011, Knopf Doubleday Publishing Group).epub",85.0,465435.0,,,,,,"Business, management",44800.0,816.0,2478.0,347.339552238806,347.339552238806,347.339552238806,60.0,1280.0,0.04477611940298507,21000.0,444435.0,347.21484375,False,386.253112033195,962.5404191777584,2025,True,True,True,True,
finish_0137,means of ascent,2025-05-07,667.5,765.0,675.0,330.0,330.0,330.0,150.0,240.0,150.0,187.5,195.0,195.0,5,2025-05-06,2025-05-07,675.0,calendar_analysis_duration_with_compatible_overlap_restored,97.5,7.5,1,False,,,282854.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Means of ascent v2 - Caro, Robert A - (2009, Knopf Doubleday Publishing Group).epub",90.0,282854.0,,,,,,"Business, management",32282.0,470.0,2120.0,419.042962962963,369.7437908496732,369.7437908496732,150.0,525.0,0.2222222222222222,52500.0,230354.0,438.76952380952383,False,857.1333333333333,1141.2955093440432,2025,True,True,True,True,
finish_0138,man’s search for meaning,2025-05-11,165.0,165.0,165.0,135.0,135.0,135.0,0.0,0.0,0.0,30.0,30.0,30.0,3,2025-05-10,2025-05-11,165.0,calendar_analysis_duration_with_compatible_overlap_restored,0.0,0.0,1,False,,,45193.0,local_file_word_count,high,/Users/clarkbenham/side_projects/data/Books/Man’s Search for Meaning - Viktor E. Frankl_ Harold S. Kushner_ William J. Winslade_ Isle Lasch - Beacon Press (2006).epub,90.0,45193.0,,,,,,General Reading,6604.0,123.0,18.0,273.8969696969697,273.8969696969697,273.8969696969697,0.0,165.0,0.0,0.0,45193.0,273.8969696969697,False,334.76296296296294,1461.288252605492,2025,True,True,True,True,
finish_0139,master of the senate,2025-05-19,1012.5,1207.5,1207.5,577.5,577.5,577.5,187.5,375.0,375.0,247.5,255.0,255.0,18,2023-01-25,2025-05-19,1207.5,calendar_analysis_duration_with_compatible_overlap_restored,195.0,195.0,1,False,,,616427.0,local_file_word_count,high,"/Users/clarkbenham/side_projects/data/Books/Master of the Senate v3 - Caro, Robert A.epub",90.0,616427.0,,,,,,"Business, management",41805.0,605.0,3830.0,510.49855072463765,510.49855072463765,510.49855072463765,375.0,832.5,0.3105590062111801,131250.0,485177.0,582.7951951951952,False,1067.4060606060607,678.1824936286049,2025,True,True,True,True,
