title,avg_enjoyment,goodreads_rating,category,read_year,link
Learning GNU Emacs,4,3.66,General Reading,2012,https://www.goodreads.com/review/show/369875546?utm_medium=api&utm_source=rss
Prometheus Rising,3,4.25,General Reading,2012,https://www.goodreads.com/review/show/369875503?utm_medium=api&utm_source=rss
The Soul of a New Machine,4,4.1,General Reading,2012,https://www.goodreads.com/review/show/369875480?utm_medium=api&utm_source=rss
The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,3,4.09,General Reading,2012,https://www.goodreads.com/review/show/369875250?utm_medium=api&utm_source=rss
"The Fires of Heaven (The Wheel of Time, #5)",4,4.2,General Reading,2012,https://www.goodreads.com/review/show/369875187?utm_medium=api&utm_source=rss
"Lord of Chaos (The Wheel of Time, #6)",4,4.18,General Reading,2012,https://www.goodreads.com/review/show/369875169?utm_medium=api&utm_source=rss
"A Crown of Swords (The Wheel of Time, #7)",3,4.05,General Reading,2012,https://www.goodreads.com/review/show/369875154?utm_medium=api&utm_source=rss
"Crossroads of Twilight (The Wheel of Time, #10)",3,3.76,General Reading,2012,https://www.goodreads.com/review/show/369875124?utm_medium=api&utm_source=rss
"Winter's Heart (The Wheel of Time, #9)",2,3.94,General Reading,2012,https://www.goodreads.com/review/show/369875127?utm_medium=api&utm_source=rss
"Knife of Dreams (The Wheel of Time, #11)",3,4.18,General Reading,2012,https://www.goodreads.com/review/show/369875104?utm_medium=api&utm_source=rss
The Left Hand of Darkness,1,4.11,General Reading,2012,https://www.goodreads.com/review/show/369874929?utm_medium=api&utm_source=rss
Solaris,4,3.99,General Reading,2012,https://www.goodreads.com/review/show/369874861?utm_medium=api&utm_source=rss
"A Wrinkle in Time (Time Quintet, #1)",3,4.04,General Reading,2012,https://www.goodreads.com/review/show/369874846?utm_medium=api&utm_source=rss
The Tipping Point: How Little Things Can Make a Big Difference,3,4.01,General Reading,2012,https://www.goodreads.com/review/show/369874775?utm_medium=api&utm_source=rss
Blink: The Power of Thinking Without Thinking,2,3.97,General Reading,2012,https://www.goodreads.com/review/show/369874765?utm_medium=api&utm_source=rss
"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",3,3.86,General Reading,2012,https://www.goodreads.com/review/show/369874726?utm_medium=api&utm_source=rss
The Prince,4,3.85,General Reading,2012,https://www.goodreads.com/review/show/369874692?utm_medium=api&utm_source=rss
The Republic,3,3.97,General Reading,2012,https://www.goodreads.com/review/show/369874679?utm_medium=api&utm_source=rss
Meditations,5,4.29,General Reading,2012,https://www.goodreads.com/review/show/369874646?utm_medium=api&utm_source=rss
The Origin of Species,4,4.01,General Reading,2012,https://www.goodreads.com/review/show/369874573?utm_medium=api&utm_source=rss
The Singularity is Near: When Humans Transcend Biology,3,3.92,General Reading,2012,https://www.goodreads.com/review/show/369874416?utm_medium=api&utm_source=rss
"Foundation (Foundation, #1)",4,4.18,General Reading,2012,https://www.goodreads.com/review/show/369874387?utm_medium=api&utm_source=rss
"Pattern Recognition (Blue Ant, #1)",3,3.87,General Reading,2012,https://www.goodreads.com/review/show/369874312?utm_medium=api&utm_source=rss
Rainbows End,3,3.78,General Reading,2012,https://www.goodreads.com/review/show/369874289?utm_medium=api&utm_source=rss
Genghis Khan and the Making of the Modern World,3,4.02,General Reading,2012,https://www.goodreads.com/review/show/369874254?utm_medium=api&utm_source=rss
Stealing The Network: How to Own the Box,4,4.05,General Reading,2012,https://www.goodreads.com/review/show/369874070?utm_medium=api&utm_source=rss
Feynman Lectures On Computation (Frontiers in Physics),4,4.27,General Reading,2012,https://www.goodreads.com/review/show/369873426?utm_medium=api&utm_source=rss
This Craft of Verse,3,4.34,General Reading,2012,https://www.goodreads.com/review/show/369873064?utm_medium=api&utm_source=rss
Dreamtigers,5,4.29,General Reading,2012,https://www.goodreads.com/review/show/369873012?utm_medium=api&utm_source=rss
Selected Non-Fictions,5,4.44,General Reading,2012,https://www.goodreads.com/review/show/369873001?utm_medium=api&utm_source=rss
The Library of Babel,5,4.32,General Reading,2012,https://www.goodreads.com/review/show/369872991?utm_medium=api&utm_source=rss
Selected Poems,4,4.36,General Reading,2012,https://www.goodreads.com/review/show/369872952?utm_medium=api&utm_source=rss
The Book of Sand and Shakespeare's Memory,3,4.3,General Reading,2012,https://www.goodreads.com/review/show/369872924?utm_medium=api&utm_source=rss
Collected Fictions,5,4.57,General Reading,2012,https://www.goodreads.com/review/show/369872871?utm_medium=api&utm_source=rss
"Gateway (Heechee Saga, #1)",4,4.07,General Reading,2012,https://www.goodreads.com/review/show/369872525?utm_medium=api&utm_source=rss
"Ambush at Corellia (The Corellian Trilogy, #1)",2,3.59,General Reading,2012,https://www.goodreads.com/review/show/369868652?utm_medium=api&utm_source=rss
"Star Wars: The Mandalorian Armor (The Bounty Hunter Wars, #1)",3,3.63,General Reading,2012,https://www.goodreads.com/review/show/369868606?utm_medium=api&utm_source=rss
Star Wars: Tales from the Empire,4,3.62,General Reading,2012,https://www.goodreads.com/review/show/369868579?utm_medium=api&utm_source=rss
Star Wars: Tales from the New Republic,3,3.53,General Reading,2012,https://www.goodreads.com/review/show/369868564?utm_medium=api&utm_source=rss
"Flatterland: Like Flatland, Only More So",4,3.75,General Reading,2012,https://www.goodreads.com/review/show/369868126?utm_medium=api&utm_source=rss
Accelerando,5,3.88,General Reading,2012,https://www.goodreads.com/review/show/369868039?utm_medium=api&utm_source=rss
"The Dying Earth (The Dying Earth, #1)",4,3.9,General Reading,2012,https://www.goodreads.com/review/show/369867624?utm_medium=api&utm_source=rss
"Heirs of the Force (Star Wars: Young Jedi Knights, #1)",2,3.66,General Reading,2012,https://www.goodreads.com/review/show/369865499?utm_medium=api&utm_source=rss
Star Wars: Tales from Jabba's Palace,4,3.67,General Reading,2012,https://www.goodreads.com/review/show/369865475?utm_medium=api&utm_source=rss
Star Wars: Tales from the Mos Eisley Cantina,4,3.64,General Reading,2012,https://www.goodreads.com/review/show/369865462?utm_medium=api&utm_source=rss
Star Wars: Tales of the Bounty Hunters,4,3.79,General Reading,2012,https://www.goodreads.com/review/show/369865403?utm_medium=api&utm_source=rss
"Star Wars: Darksaber (The Callista Trilogy, #2)",3,3.43,General Reading,2012,https://www.goodreads.com/review/show/369865384?utm_medium=api&utm_source=rss
"Star Wars: Champions of the Force (The Jedi Academy Trilogy, #3)",4,3.67,General Reading,2012,https://www.goodreads.com/review/show/369865355?utm_medium=api&utm_source=rss
"Star Wars: Dark Apprentice (The Jedi Academy Trilogy, #2)",3,3.64,General Reading,2012,https://www.goodreads.com/review/show/369865311?utm_medium=api&utm_source=rss
"Star Wars: Jedi Search (The Jedi Academy Trilogy, #1)",4,3.68,General Reading,2012,https://www.goodreads.com/review/show/369865278?utm_medium=api&utm_source=rss
The Maker of Dune: Insights of a Master of Science Fiction,4,4.03,General Reading,2012,https://www.goodreads.com/review/show/369865078?utm_medium=api&utm_source=rss
UNDER PRESSURE,4,3.63,General Reading,2012,https://www.goodreads.com/review/show/369864872?utm_medium=api&utm_source=rss
Soul Catcher,3,3.71,General Reading,2012,https://www.goodreads.com/review/show/369864847?utm_medium=api&utm_source=rss
"The Ascension Factor (The Pandora Sequence, #3)",3,3.74,General Reading,2012,https://www.goodreads.com/review/show/369864826?utm_medium=api&utm_source=rss
Hellstrom's Hive,2,3.69,General Reading,2012,https://www.goodreads.com/review/show/369864665?utm_medium=api&utm_source=rss
Destination: Void,2,3.6,General Reading,2012,https://www.goodreads.com/review/show/369864646?utm_medium=api&utm_source=rss
"Whipping Star (ConSentiency Universe, #1)",3,3.67,General Reading,2012,https://www.goodreads.com/review/show/369864614?utm_medium=api&utm_source=rss
The Road to Dune,4,3.91,General Reading,2012,https://www.goodreads.com/review/show/369864599?utm_medium=api&utm_source=rss
"The Lazarus Effect (The Pandora Sequence, #2)",2,3.77,General Reading,2012,https://www.goodreads.com/review/show/369864581?utm_medium=api&utm_source=rss
"The Jesus Incident (The Pandora Sequence, #1)",2,3.73,General Reading,2012,https://www.goodreads.com/review/show/369864564?utm_medium=api&utm_source=rss
The White Plague,1,3.7,General Reading,2012,https://www.goodreads.com/review/show/369864181?utm_medium=api&utm_source=rss
"The Dosadi Experiment (ConSentiency Universe, #2)",4,3.84,General Reading,2012,https://www.goodreads.com/review/show/369864117?utm_medium=api&utm_source=rss
Chapterhouse: Dune (Dune #6),3,3.9,General Reading,2012,https://www.goodreads.com/review/show/369864055?utm_medium=api&utm_source=rss
Heretics of Dune (Dune #5),3,3.85,General Reading,2012,https://www.goodreads.com/review/show/369864033?utm_medium=api&utm_source=rss
God Emperor of Dune (Dune #4),4,3.84,General Reading,2012,https://www.goodreads.com/review/show/369864016?utm_medium=api&utm_source=rss
Children of Dune (Dune #3),2,3.92,General Reading,2012,https://www.goodreads.com/review/show/369863986?utm_medium=api&utm_source=rss
Dune Messiah (Dune #2),5,3.88,General Reading,2012,https://www.goodreads.com/review/show/369863940?utm_medium=api&utm_source=rss
"Frank Herbert (Twayne's United States Authors, #532)",4,3.44,General Reading,2012,https://www.goodreads.com/review/show/369863765?utm_medium=api&utm_source=rss
"The Winds of Dune (Heroes of Dune, #2)",2,3.79,General Reading,2012,https://www.goodreads.com/review/show/369863577?utm_medium=api&utm_source=rss
"Paul of Dune (Heroes of Dune, #1)",1,3.74,General Reading,2012,https://www.goodreads.com/review/show/369863556?utm_medium=api&utm_source=rss
"Hunters of Dune (Dune, #7)",1,3.67,General Reading,2012,https://www.goodreads.com/review/show/369863520?utm_medium=api&utm_source=rss
"Sandworms of Dune (Dune, #8)",1,3.64,General Reading,2012,https://www.goodreads.com/review/show/369863532?utm_medium=api&utm_source=rss
"The Battle of Corrin (Legends of Dune, #3)",2,3.8,General Reading,2012,https://www.goodreads.com/review/show/369863507?utm_medium=api&utm_source=rss
"The Machine Crusade (Legends of Dune, #2)",1,3.8,General Reading,2012,https://www.goodreads.com/review/show/369863480?utm_medium=api&utm_source=rss
"House Corrino (Prelude to Dune, #3)",2,3.74,General Reading,2012,https://www.goodreads.com/review/show/369863444?utm_medium=api&utm_source=rss
"House Harkonnen (Prelude to Dune, #2)",2,3.74,General Reading,2012,https://www.goodreads.com/review/show/369863431?utm_medium=api&utm_source=rss
"House Atreides (Prelude to Dune, #1)",3,3.81,General Reading,2012,https://www.goodreads.com/review/show/369863356?utm_medium=api&utm_source=rss
"The Butlerian Jihad (Legends of Dune, #1)",1,4.02,General Reading,2012,https://www.goodreads.com/review/show/369862440?utm_medium=api&utm_source=rss
The Leopard,5,4.01,General Reading,2012,https://www.goodreads.com/review/show/369860608?utm_medium=api&utm_source=rss
"Orphans of the Helix (Hyperion Cantos, #4.5)",2,3.86,General Reading,2012,https://www.goodreads.com/review/show/369859899?utm_medium=api&utm_source=rss
"Prayers to Broken Stones (Hyperion Cantos, #0.5)",4,3.84,General Reading,2012,https://www.goodreads.com/review/show/369859766?utm_medium=api&utm_source=rss
The Hollow Man,3,3.46,General Reading,2012,https://www.goodreads.com/review/show/369859674?utm_medium=api&utm_source=rss
Song of Kali,2,3.59,General Reading,2012,https://www.goodreads.com/review/show/369859651?utm_medium=api&utm_source=rss
Carrion Comfort,3,3.91,General Reading,2012,https://www.goodreads.com/review/show/369859602?utm_medium=api&utm_source=rss
"Olympos (Ilium, #2)",3,3.94,General Reading,2012,https://www.goodreads.com/review/show/369859558?utm_medium=api&utm_source=rss
"Ilium (Ilium, #1)",3,4.02,General Reading,2012,https://www.goodreads.com/review/show/369859528?utm_medium=api&utm_source=rss
"Endymion (Hyperion Cantos, #3)",2,4.17,General Reading,2012,https://www.goodreads.com/review/show/369859473?utm_medium=api&utm_source=rss
"The Fall of Hyperion (Hyperion Cantos, #2)",5,4.23,General Reading,2012,https://www.goodreads.com/review/show/369859361?utm_medium=api&utm_source=rss
"Hyperion (Hyperion Cantos, #1)",5,4.27,General Reading,2012,https://www.goodreads.com/review/show/369859187?utm_medium=api&utm_source=rss
"Virtual Light (Bridge, #1)",2,3.88,General Reading,2012,https://www.goodreads.com/review/show/369859111?utm_medium=api&utm_source=rss
How to Measure Anything: Finding the Value of Intangibles in Business,4,3.95,General Reading,2012,https://www.goodreads.com/review/show/369859010?utm_medium=api&utm_source=rss
King Rat,3,3.56,General Reading,2012,https://www.goodreads.com/review/show/369857477?utm_medium=api&utm_source=rss
The Pale King,2,3.97,General Reading,2012,https://www.goodreads.com/review/show/369857306?utm_medium=api&utm_source=rss
Consider the Lobster and Other Essays,4,4.19,General Reading,2012,https://www.goodreads.com/review/show/369857232?utm_medium=api&utm_source=rss
Infinite Jest,3,4.27,General Reading,2012,https://www.goodreads.com/review/show/369857189?utm_medium=api&utm_source=rss
"Iron Council (New Crobuzon, #3)",3,3.73,General Reading,2012,https://www.goodreads.com/review/show/369856978?utm_medium=api&utm_source=rss
Kraken,3,3.62,General Reading,2012,https://www.goodreads.com/review/show/369856938?utm_medium=api&utm_source=rss
The City & the City,4,3.9,General Reading,2012,https://www.goodreads.com/review/show/369856878?utm_medium=api&utm_source=rss
"The Scar (New Crobuzon, #2)",4,4.18,General Reading,2012,https://www.goodreads.com/review/show/369856843?utm_medium=api&utm_source=rss
"The Hero of Ages (Mistborn, #3)",4,4.55,General Reading,2012,https://www.goodreads.com/review/show/369856694?utm_medium=api&utm_source=rss
"Mistborn: The Final Empire (Mistborn, #1)",4,4.48,General Reading,2012,https://www.goodreads.com/review/show/369856668?utm_medium=api&utm_source=rss
After Dark,3,3.75,General Reading,2012,https://www.goodreads.com/review/show/369856072?utm_medium=api&utm_source=rss
Norwegian Wood,3,4.0,General Reading,2012,https://www.goodreads.com/review/show/369855998?utm_medium=api&utm_source=rss
Kafka on the Shore,4,4.13,General Reading,2012,https://www.goodreads.com/review/show/369855938?utm_medium=api&utm_source=rss
Travels in Hyperreality (Harvest Book),3,3.92,General Reading,2012,https://www.goodreads.com/review/show/369855871?utm_medium=api&utm_source=rss
The Name of the Rose,4,4.14,General Reading,2012,https://www.goodreads.com/review/show/369855789?utm_medium=api&utm_source=rss
Starship Troopers,3,4.01,General Reading,2012,https://www.goodreads.com/review/show/369855187?utm_medium=api&utm_source=rss
"Ender’s Game (Ender's Saga, #1)",5,4.31,General Reading,2012,https://www.goodreads.com/review/show/369855176?utm_medium=api&utm_source=rss
Slaughterhouse-Five,3,4.11,General Reading,2012,https://www.goodreads.com/review/show/369855157?utm_medium=api&utm_source=rss
Jonathan Strange & Mr Norrell,4,3.85,General Reading,2012,https://www.goodreads.com/review/show/369855110?utm_medium=api&utm_source=rss
Foucault’s Pendulum,5,3.92,General Reading,2012,https://www.goodreads.com/review/show/369854977?utm_medium=api&utm_source=rss
Expert Political Judgment: How Good Is It? How Can We Know?,5,3.97,General Reading,2012,https://www.goodreads.com/review/show/369854922?utm_medium=api&utm_source=rss
The Omnivore's Dilemma: A Natural History of Four Meals,4,4.18,General Reading,2012,https://www.goodreads.com/review/show/369854443?utm_medium=api&utm_source=rss
"The Chronicles of Narnia (The Chronicles of Narnia, #1-7)",3,4.28,General Reading,2012,https://www.goodreads.com/review/show/369853668?utm_medium=api&utm_source=rss
"The Last Battle (Chronicles of Narnia, #7)",2,4.03,General Reading,2012,https://www.goodreads.com/review/show/369853543?utm_medium=api&utm_source=rss
"The Silver Chair (Chronicles of Narnia, #4)",3,3.96,General Reading,2012,https://www.goodreads.com/review/show/369853524?utm_medium=api&utm_source=rss
Mere Christianity,1,4.33,General Reading,2012,https://www.goodreads.com/review/show/369853501?utm_medium=api&utm_source=rss
"The Horse and His Boy (Chronicles of Narnia, #5)",3,3.92,General Reading,2012,https://www.goodreads.com/review/show/369853480?utm_medium=api&utm_source=rss
The Screwtape Letters,2,4.17,General Reading,2012,https://www.goodreads.com/review/show/369853466?utm_medium=api&utm_source=rss
"The Magician’s Nephew (Chronicles of Narnia, #6)",3,4.07,General Reading,2012,https://www.goodreads.com/review/show/369853410?utm_medium=api&utm_source=rss
"Prince Caspian (Chronicles of Narnia, #2)",3,3.99,General Reading,2012,https://www.goodreads.com/review/show/369853433?utm_medium=api&utm_source=rss
"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",5,4.1,General Reading,2012,https://www.goodreads.com/review/show/369853382?utm_medium=api&utm_source=rss
"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",4,4.24,General Reading,2012,https://www.goodreads.com/review/show/369853352?utm_medium=api&utm_source=rss
"The Caves of Steel (Robot, #1)",2,4.19,General Reading,2012,https://www.goodreads.com/review/show/369852983?utm_medium=api&utm_source=rss
The Time Machine,2,3.9,General Reading,2012,https://www.goodreads.com/review/show/369852961?utm_medium=api&utm_source=rss
"The Positronic Man (Robot, #0.6)",3,4.13,General Reading,2012,https://www.goodreads.com/review/show/369852860?utm_medium=api&utm_source=rss
"I, Robot (Robot, #0.1)",4,4.22,General Reading,2012,https://www.goodreads.com/review/show/369852830?utm_medium=api&utm_source=rss
The Cyberiad,5,4.18,General Reading,2012,https://www.goodreads.com/review/show/369852667?utm_medium=api&utm_source=rss
"Three Men in a Boat (Three Men, #1)",3,3.86,General Reading,2012,https://www.goodreads.com/review/show/369852646?utm_medium=api&utm_source=rss
"Life, the Universe and Everything (Hitchhiker's Guide, #3)",3,3.99,General Reading,2012,https://www.goodreads.com/review/show/369852524?utm_medium=api&utm_source=rss
"So Long, and Thanks for All the Fish",3,3.94,General Reading,2012,https://www.goodreads.com/review/show/369852496?utm_medium=api&utm_source=rss
"Mostly Harmless (Hitchhiker's Guide, #5)",3,3.56,General Reading,2012,https://www.goodreads.com/review/show/369852477?utm_medium=api&utm_source=rss
Robot: Mere Machine to Transcendent Mind,4,4.07,General Reading,2012,https://www.goodreads.com/review/show/369852408?utm_medium=api&utm_source=rss
Brave New World,4,3.64,General Reading,2012,https://www.goodreads.com/review/show/369852370?utm_medium=api&utm_source=rss
Is the Internet Changing the Way You Think?: The Net's Impact on Our Minds and Future – A Brilliant Essential Guide from 150 Influential Voices (Edge Question Series),2,3.6,General Reading,2012,https://www.goodreads.com/review/show/369852313?utm_medium=api&utm_source=rss
The Ethical Slut: A Guide to Infinite Sexual Possibilities,3,3.88,General Reading,2012,https://www.goodreads.com/review/show/369852074?utm_medium=api&utm_source=rss
The Martian Chronicles,5,4.16,General Reading,2012,https://www.goodreads.com/review/show/369852043?utm_medium=api&utm_source=rss
Freakonomics,3,3.81,General Reading,2012,https://www.goodreads.com/review/show/369851995?utm_medium=api&utm_source=rss
"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",3,4.21,General Reading,2012,https://www.goodreads.com/review/show/369851835?utm_medium=api&utm_source=rss
Ubik,4,4.11,General Reading,2012,https://www.goodreads.com/review/show/369851762?utm_medium=api&utm_source=rss
"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",3,4.22,General Reading,2012,https://www.goodreads.com/review/show/369851738?utm_medium=api&utm_source=rss
Dune (Dune #1),5,4.21,General Reading,2012,https://www.goodreads.com/review/show/369851711?utm_medium=api&utm_source=rss
The Phantom Tollbooth,3,4.19,General Reading,2012,https://www.goodreads.com/review/show/369851057?utm_medium=api&utm_source=rss
"The Book of Silence (The Lords of Dûs, #4)",3,3.83,General Reading,2012,https://www.goodreads.com/review/show/369850214?utm_medium=api&utm_source=rss
"The Seven Altars of Dûsarra (The Lords of Dûs, #2)",3,3.82,General Reading,2012,https://www.goodreads.com/review/show/369850194?utm_medium=api&utm_source=rss
"The Sword of Bheleu (The Lords of Dûs, #3)",3,3.81,General Reading,2012,https://www.goodreads.com/review/show/369850181?utm_medium=api&utm_source=rss
"The Cyborg and the Sorcerers (War Surplus, #1)",3,3.74,General Reading,2012,https://www.goodreads.com/review/show/369850150?utm_medium=api&utm_source=rss
"The Lure of the Basilisk (The Lords of Dûs, #1)",3,3.76,General Reading,2012,https://www.goodreads.com/review/show/369850115?utm_medium=api&utm_source=rss
"Dragon Venom (Obsidian Chronicles, #3)",4,4.07,General Reading,2012,https://www.goodreads.com/review/show/369850064?utm_medium=api&utm_source=rss
"The Unwilling Warlord (Ethshar, #3)",2,3.99,General Reading,2012,https://www.goodreads.com/review/show/369850041?utm_medium=api&utm_source=rss
"The Dragon Society (Obsidian Chronicles, #2)",4,3.99,General Reading,2012,https://www.goodreads.com/review/show/369849992?utm_medium=api&utm_source=rss
"With a Single Spell (Ethshar, #2)",3,4.06,General Reading,2012,https://www.goodreads.com/review/show/369849937?utm_medium=api&utm_source=rss
"The Misenchanted Sword (Ethshar, #1)",4,4.04,General Reading,2012,https://www.goodreads.com/review/show/369849903?utm_medium=api&utm_source=rss
How to Read a Book: The Classic Guide to Intelligent Reading,2,3.97,General Reading,2012,https://www.goodreads.com/review/show/369849184?utm_medium=api&utm_source=rss
Against Method,4,4.02,General Reading,2012,https://www.goodreads.com/review/show/369848708?utm_medium=api&utm_source=rss
The Structure of Scientific Revolutions,3,4.02,General Reading,2012,https://www.goodreads.com/review/show/369848584?utm_medium=api&utm_source=rss
The World of Parmenides: Essays on the Presocratic Enlightenment,4,4.14,General Reading,2012,https://www.goodreads.com/review/show/369848347?utm_medium=api&utm_source=rss
The Logic of Scientific Discovery,2,4.03,General Reading,2012,https://www.goodreads.com/review/show/369847942?utm_medium=api&utm_source=rss
Playing to Win: Becoming the Champion,4,3.88,General Reading,2012,https://www.goodreads.com/review/show/369847268?utm_medium=api&utm_source=rss
The Language Instinct: How the Mind Creates Language,4,4.01,General Reading,2012,https://www.goodreads.com/review/show/369846839?utm_medium=api&utm_source=rss
The Blank Slate: The Modern Denial of Human Nature,4,4.08,General Reading,2012,https://www.goodreads.com/review/show/369846687?utm_medium=api&utm_source=rss
The Selfish Gene,5,4.15,General Reading,2012,https://www.goodreads.com/review/show/369846512?utm_medium=api&utm_source=rss
The Strategy of Conflict,4,4.02,General Reading,2012,https://www.goodreads.com/review/show/369846175?utm_medium=api&utm_source=rss
"Why People Believe Weird Things: Pseudoscience, Superstition, and Other Confusions of Our Time",5,3.86,General Reading,2012,https://www.goodreads.com/review/show/369846047?utm_medium=api&utm_source=rss
The Demon-Haunted World: Science as a Candle in the Dark,4,4.28,General Reading,2012,https://www.goodreads.com/review/show/369845917?utm_medium=api&utm_source=rss
Judgment Under Uncertainty: Heuristics and Biases,3,4.18,General Reading,2012,https://www.goodreads.com/review/show/369845254?utm_medium=api&utm_source=rss
Good And Real: Demystifying Paradoxes from Physics to Ethics (A Bradford Book),5,4.12,General Reading,2012,https://www.goodreads.com/review/show/369844668?utm_medium=api&utm_source=rss
"The Player of Games (Culture, #2)",5,4.28,General Reading,2012,https://www.goodreads.com/review/show/369844310?utm_medium=api&utm_source=rss
"A Fire Upon the Deep (Zones of Thought, #1)",5,4.14,General Reading,2012,https://www.goodreads.com/review/show/369844162?utm_medium=api&utm_source=rss
ADAPTED MIND: EVOLUTIONARY PSYCHOLOGY: Evolutionary Psychology and the Generation of Culture,4,4.18,General Reading,2012,https://www.goodreads.com/review/show/369843996?utm_medium=api&utm_source=rss
The Flame is Green,3,3.92,General Reading,2012,https://www.goodreads.com/review/show/369843339?utm_medium=api&utm_source=rss
"Sodom and Gomorrah, Texas",3,3.53,General Reading,2012,https://www.goodreads.com/review/show/369843267?utm_medium=api&utm_source=rss
Annals of Klepsis,4,3.71,General Reading,2012,https://www.goodreads.com/review/show/369843086?utm_medium=api&utm_source=rss
Arrive at Easterwine: The Autobiography of a Ktistec Machine,3,3.97,General Reading,2012,https://www.goodreads.com/review/show/369842967?utm_medium=api&utm_source=rss
The Fall of Rome,4,4.56,General Reading,2012,https://www.goodreads.com/review/show/369842952?utm_medium=api&utm_source=rss
The Reefs of Earth,4,3.83,General Reading,2012,https://www.goodreads.com/review/show/369842900?utm_medium=api&utm_source=rss
The Devil Is Dead,5,4.02,General Reading,2012,https://www.goodreads.com/review/show/369842878?utm_medium=api&utm_source=rss
Okla Hannali,4,4.25,General Reading,2012,https://www.goodreads.com/review/show/369842851?utm_medium=api&utm_source=rss
Dangerous Visions,5,4.17,General Reading,2012,https://www.goodreads.com/review/show/369842821?utm_medium=api&utm_source=rss
Fourth Mansions,5,4.01,General Reading,2012,https://www.goodreads.com/review/show/369842805?utm_medium=api&utm_source=rss
Nine Hundred Grandmothers,4,4.21,General Reading,2012,https://www.goodreads.com/review/show/369842757?utm_medium=api&utm_source=rss
The Hobbit or There and Back Again,4,4.32,General Reading,2012,https://www.goodreads.com/review/show/369840735?utm_medium=api&utm_source=rss
The Moral Animal: Why We Are the Way We Are - The New Science of Evolutionary Psychology,3,4.08,General Reading,2012,https://www.goodreads.com/review/show/369840117?utm_medium=api&utm_source=rss
Flatland: A Romance of Many Dimensions,5,3.82,General Reading,2012,https://www.goodreads.com/review/show/369840085?utm_medium=api&utm_source=rss
The Tao Is Silent: A Whimsical and Sophisticated Guide to Eastern Philosophy and Inner Serenity,4,4.08,General Reading,2012,https://www.goodreads.com/review/show/369840017?utm_medium=api&utm_source=rss
Alice’s Adventures in Wonderland / Through the Looking-Glass,5,4.07,General Reading,2012,https://www.goodreads.com/review/show/369839873?utm_medium=api&utm_source=rss
A Study in Emerald,5,4.16,General Reading,2012,https://www.goodreads.com/review/show/369837076?utm_medium=api&utm_source=rss
Harlequin Valentine,3,3.77,General Reading,2012,https://www.goodreads.com/review/show/369837045?utm_medium=api&utm_source=rss
"The Absolute Sandman, Volume 4",4,4.69,General Reading,2012,https://www.goodreads.com/review/show/369836997?utm_medium=api&utm_source=rss
"The Absolute Sandman, Volume 2",5,4.66,General Reading,2012,https://www.goodreads.com/review/show/369836888?utm_medium=api&utm_source=rss
"The Absolute Sandman, Volume 1",5,4.64,General Reading,2012,https://www.goodreads.com/review/show/369836787?utm_medium=api&utm_source=rss
The Sandman: The Dream Hunters,5,4.41,General Reading,2012,https://www.goodreads.com/review/show/369836660?utm_medium=api&utm_source=rss
"The Sandman, Vol. 10: The Wake",4,4.52,General Reading,2012,https://www.goodreads.com/review/show/369836593?utm_medium=api&utm_source=rss
"The Sandman, Vol. 8: Worlds' End",4,4.46,General Reading,2012,https://www.goodreads.com/review/show/369836585?utm_medium=api&utm_source=rss
"The Sandman, Vol. 9: The Kindly Ones",4,4.59,General Reading,2012,https://www.goodreads.com/review/show/369836545?utm_medium=api&utm_source=rss
"The Sandman, Vol. 5: A Game of You",4,4.43,General Reading,2012,https://www.goodreads.com/review/show/369836420?utm_medium=api&utm_source=rss
"The Sandman, Vol. 4: Season of Mists",4,4.54,General Reading,2012,https://www.goodreads.com/review/show/369836265?utm_medium=api&utm_source=rss
"The Sandman, Vol. 3: Dream Country",4,4.25,General Reading,2012,https://www.goodreads.com/review/show/369836255?utm_medium=api&utm_source=rss
"The Sandman, Vol. 2: The Doll's House",4,4.44,General Reading,2012,https://www.goodreads.com/review/show/369836234?utm_medium=api&utm_source=rss
"The Sandman, Vol. 1: Preludes & Nocturnes",5,4.25,General Reading,2012,https://www.goodreads.com/review/show/369836207?utm_medium=api&utm_source=rss
Anansi Boys,4,4.03,General Reading,2012,https://www.goodreads.com/review/show/369836181?utm_medium=api&utm_source=rss
Stardust,2,4.1,General Reading,2012,https://www.goodreads.com/review/show/369836152?utm_medium=api&utm_source=rss
"Neverwhere (London Below, #1)",4,4.16,General Reading,2012,https://www.goodreads.com/review/show/369836123?utm_medium=api&utm_source=rss
Coraline,3,4.14,General Reading,2012,https://www.goodreads.com/review/show/369836089?utm_medium=api&utm_source=rss
"American Gods (American Gods, #1)",3,4.1,General Reading,2012,https://www.goodreads.com/review/show/369836057?utm_medium=api&utm_source=rss
Lexicon Urthus: A Dictionary for the Urth Cycle,4,4.34,General Reading,2012,https://www.goodreads.com/review/show/369835855?utm_medium=api&utm_source=rss
