title,avg_enjoyment,goodreads_rating,category,read_year,link
The Old Regime and the French Revolution,4,4.04,General Reading,2013,https://www.goodreads.com/review/show/618605142?utm_medium=api&utm_source=rss
"The Adventures of the Stainless Steel Rat (Stainless Steel Rat, #4-6)",3,4.13,General Reading,2013,https://www.goodreads.com/review/show/370195320?utm_medium=api&utm_source=rss
The Clouds Should Know Me By Now: Buddhist Poet Monks of China,4,4.31,General Reading,2013,https://www.goodreads.com/review/show/580480530?utm_medium=api&utm_source=rss
"Underground: Tales of hacking, madness, and obsession on the electronic frontier",4,4.19,General Reading,2013,https://www.goodreads.com/review/show/579808555?utm_medium=api&utm_source=rss
Young Philby,3,3.38,General Reading,2013,https://www.goodreads.com/review/show/576737901?utm_medium=api&utm_source=rss
George's Marvellous Medicine,4,4.05,General Reading,2013,https://www.goodreads.com/review/show/576965229?utm_medium=api&utm_source=rss
Fantastic Mr. Fox,4,4.09,General Reading,2013,https://www.goodreads.com/review/show/576964941?utm_medium=api&utm_source=rss
"Shades of Grey (Shades of Grey, #1)",4,4.14,General Reading,2013,https://www.goodreads.com/review/show/573742513?utm_medium=api&utm_source=rss
Dreamland: Travels Inside the Secret World of Roswell and Area 51,3,3.49,General Reading,2013,https://www.goodreads.com/review/show/572234518?utm_medium=api&utm_source=rss
Buddhist Ethics: A Very Short Introduction,3,3.59,General Reading,2013,https://www.goodreads.com/review/show/571403731?utm_medium=api&utm_source=rss
Ex-Prodigy: My Childhood and Youth,3,3.67,General Reading,2013,https://www.goodreads.com/review/show/370992509?utm_medium=api&utm_source=rss
Cybernetics: Or Control and Communication in the Animal and the Machine,3,3.97,General Reading,2013,https://www.goodreads.com/review/show/370992454?utm_medium=api&utm_source=rss
Paper Dinosaur (Make Your Own S.),4,4.14,General Reading,2013,https://www.goodreads.com/review/show/545557323?utm_medium=api&utm_source=rss
Four Past Midnight,4,3.97,General Reading,2013,https://www.goodreads.com/review/show/561223921?utm_medium=api&utm_source=rss
Raptor Red,5,3.96,General Reading,2013,https://www.goodreads.com/review/show/560216641?utm_medium=api&utm_source=rss
"Rats, Bats & Vats (The Rats and the Bats, #1)",3,3.79,General Reading,2013,https://www.goodreads.com/review/show/372250919?utm_medium=api&utm_source=rss
The Tragical History of Doctor Faustus,4,4.13,General Reading,2013,https://www.goodreads.com/review/show/370216152?utm_medium=api&utm_source=rss
Anthropic Bias (Studies in Philosophy),4,3.9,General Reading,2013,https://www.goodreads.com/review/show/370991826?utm_medium=api&utm_source=rss
"Heisenberg and the Nazi Atomic Bomb Project, 1939-1945: A Study in German Culture",3,3.89,General Reading,2013,https://www.goodreads.com/review/show/537194479?utm_medium=api&utm_source=rss
"Global Price Fixing: Our Customers are the Enemy (Studies in Industrial Organization, 24)",4,4.0,General Reading,2013,https://www.goodreads.com/review/show/536267576?utm_medium=api&utm_source=rss
Demian: Die Geschichte von Emil Sinclairs Jugend,4,4.18,General Reading,2013,https://www.goodreads.com/review/show/529514598?utm_medium=api&utm_source=rss
Man's Search for Meaning,3,4.38,General Reading,2013,https://www.goodreads.com/review/show/526122755?utm_medium=api&utm_source=rss
Shadows of the New Sun,4,4.0,General Reading,2013,https://www.goodreads.com/review/show/372354663?utm_medium=api&utm_source=rss
Back to Methuselah,3,3.84,General Reading,2013,https://www.goodreads.com/review/show/467608314?utm_medium=api&utm_source=rss
"The Dutchesse of Malfy a tragedy: as it was approvedly well acted at the Black-friers, by His Maiesties servants: the perfect and exact copy, with ... would not beare in the presentment (1640)",2,2.5,General Reading,2013,https://www.goodreads.com/review/show/370083668?utm_medium=api&utm_source=rss
Kim,3,3.71,General Reading,2012,https://www.goodreads.com/review/show/369940627?utm_medium=api&utm_source=rss
Heaven and Hell,3,3.51,General Reading,2012,https://www.goodreads.com/review/show/484558582?utm_medium=api&utm_source=rss
The Doors of Perception & Heaven and Hell,3,3.94,General Reading,2012,https://www.goodreads.com/review/show/482721591?utm_medium=api&utm_source=rss
"The Mote in God's Eye (Moties, #1)",4,4.08,General Reading,2012,https://www.goodreads.com/review/show/369888350?utm_medium=api&utm_source=rss
Musa Pedestris - Three Centuries of Canting Songs and Slang Rhymes 1536 - 1896,3,3.5,General Reading,2012,https://www.goodreads.com/review/show/420628201?utm_medium=api&utm_source=rss
10 PRINT CHR$(205.5+RND(1)); : GOTO 10,3,3.81,General Reading,2012,https://www.goodreads.com/review/show/467256383?utm_medium=api&utm_source=rss
Create Your Own Economy: The Path to Prosperity in a Disordered World,2,3.37,General Reading,2012,https://www.goodreads.com/review/show/370055259?utm_medium=api&utm_source=rss
The Sword of Good,3,3.95,General Reading,2012,https://www.goodreads.com/review/show/464178332?utm_medium=api&utm_source=rss
Three Worlds Collide,4,4.17,General Reading,2012,https://www.goodreads.com/review/show/464178153?utm_medium=api&utm_source=rss
Cochrane Handbook for Systematic Reviews of Interventions,4,4.31,General Reading,2012,https://www.goodreads.com/review/show/458711326?utm_medium=api&utm_source=rss
The Orthodox Corruption of Scripture: The Effect of Early Christological Controversies on the Text of the New Testament,4,4.06,General Reading,2012,https://www.goodreads.com/review/show/454444406?utm_medium=api&utm_source=rss
Twilight of the Elites: America After Meritocracy,3,3.96,General Reading,2012,https://www.goodreads.com/review/show/453769123?utm_medium=api&utm_source=rss
"Ethics: History, Theory, and Contemporary Issues",4,3.78,General Reading,2012,https://www.goodreads.com/review/show/370194073?utm_medium=api&utm_source=rss
When Prophecy Fails: A Social and Psychological Study of a Modern Group that Predicted the Destruction of the World,4,3.75,General Reading,2012,https://www.goodreads.com/review/show/377680090?utm_medium=api&utm_source=rss
"The Nuclear Taboo: The United States and the Non-Use of Nuclear Weapons Since 1945 (Cambridge Studies in International Relations, Series Number 87)",4,4.0,General Reading,2012,https://www.goodreads.com/review/show/442995737?utm_medium=api&utm_source=rss
"Coming Apart: The State of White America, 1960-2010",4,3.77,General Reading,2012,https://www.goodreads.com/review/show/370104727?utm_medium=api&utm_source=rss
Psychiatry And the Human Condition,3,4.0,General Reading,2012,https://www.goodreads.com/review/show/439929102?utm_medium=api&utm_source=rss
Liars and Outliers: Enabling the Trust that Society Needs to Thrive,4,3.78,General Reading,2012,https://www.goodreads.com/review/show/431706549?utm_medium=api&utm_source=rss
De Profundis,4,4.12,General Reading,2012,https://www.goodreads.com/review/show/390770224?utm_medium=api&utm_source=rss
The Goal: A Process of Ongoing Improvement,3,4.05,General Reading,2012,https://www.goodreads.com/review/show/437673945?utm_medium=api&utm_source=rss
Beyond Good and Evil,4,4.05,General Reading,2012,https://www.goodreads.com/review/show/437403468?utm_medium=api&utm_source=rss
"Walden or, Life in the Woods",4,3.77,General Reading,2012,https://www.goodreads.com/review/show/436113582?utm_medium=api&utm_source=rss
The Little Book of Talent: 52 Tips for Improving Your Skills,2,4.01,General Reading,2012,https://www.goodreads.com/review/show/434173086?utm_medium=api&utm_source=rss
Shop Class as Soulcraft: An Inquiry Into the Value of Work,3,3.73,General Reading,2012,https://www.goodreads.com/review/show/434172952?utm_medium=api&utm_source=rss
I Know Who You Are and I Saw What You Did: Social Networks and the Death of Privacy,4,3.61,General Reading,2012,https://www.goodreads.com/review/show/370157195?utm_medium=api&utm_source=rss
"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",3,3.71,General Reading,2012,https://www.goodreads.com/review/show/430789989?utm_medium=api&utm_source=rss
The Moral Basis of a Backward Society,4,3.86,General Reading,2012,https://www.goodreads.com/review/show/430348016?utm_medium=api&utm_source=rss
When God Talks Back: Understanding the American Evangelical Relationship with God,4,3.93,General Reading,2012,https://www.goodreads.com/review/show/425649926?utm_medium=api&utm_source=rss
The Big Short: Inside the Doomsday Machine,3,4.2,General Reading,2012,https://www.goodreads.com/review/show/373005205?utm_medium=api&utm_source=rss
How to Succeed in Evil,3,3.84,General Reading,2012,https://www.goodreads.com/review/show/416124399?utm_medium=api&utm_source=rss
Good and Plenty: The Creative Successes of American Arts Funding,4,3.58,General Reading,2012,https://www.goodreads.com/review/show/412233638?utm_medium=api&utm_source=rss
Fallout: Equestria,4,4.63,General Reading,2012,https://www.goodreads.com/review/show/400719204?utm_medium=api&utm_source=rss
"Left Behind (Left Behind, #1)",1,3.86,General Reading,2012,https://www.goodreads.com/review/show/410413820?utm_medium=api&utm_source=rss
Handbook of Psychopathy,3,4.31,General Reading,2012,https://www.goodreads.com/review/show/392014124?utm_medium=api&utm_source=rss
Birds,4,3.91,General Reading,2012,https://www.goodreads.com/review/show/406407717?utm_medium=api&utm_source=rss
Singularity,3,4.03,General Reading,2012,https://www.goodreads.com/review/show/406094623?utm_medium=api&utm_source=rss
A Vindication of the Rights of Women,3,3.82,General Reading,2012,https://www.goodreads.com/review/show/402275855?utm_medium=api&utm_source=rss
The Drive-in 2,2,3.53,General Reading,2012,https://www.goodreads.com/review/show/402355655?utm_medium=api&utm_source=rss
Joe R. Lansdale's The Drive-In,3,3.91,General Reading,2012,https://www.goodreads.com/review/show/402355599?utm_medium=api&utm_source=rss
Empty Words: Buddhist Philosophy and Cross-Cultural Interpretation,3,4.23,General Reading,2012,https://www.goodreads.com/review/show/380293885?utm_medium=api&utm_source=rss
50 in 50: Fifty stories for fifty years!,3,3.89,General Reading,2012,https://www.goodreads.com/review/show/397315412?utm_medium=api&utm_source=rss
The White-Luck Warrior,4,4.11,General Reading,2012,https://www.goodreads.com/review/show/396641198?utm_medium=api&utm_source=rss
"The Darkness That Comes Before (The Prince of Nothing, #1)",4,3.83,General Reading,2012,https://www.goodreads.com/review/show/393428525?utm_medium=api&utm_source=rss
"The Warrior Prophet (The Prince of Nothing, #2)",3,3.98,General Reading,2012,https://www.goodreads.com/review/show/394149298?utm_medium=api&utm_source=rss
Path of the Fury (Furies #2),4,4.23,General Reading,2012,https://www.goodreads.com/review/show/370616248?utm_medium=api&utm_source=rss
Snakes in Suits: When Psychopaths Go to Work,2,3.66,General Reading,2012,https://www.goodreads.com/review/show/370128876?utm_medium=api&utm_source=rss
"Five Children and It (The Psammead Trilogy, #1)",4,3.85,General Reading,2012,https://www.goodreads.com/review/show/390728179?utm_medium=api&utm_source=rss
"The Koreans: Who They Are, What They Want, Where Their Future Lies",3,3.64,General Reading,2012,https://www.goodreads.com/review/show/390673813?utm_medium=api&utm_source=rss
War without Mercy: Race and Power in the Pacific War,4,4.06,General Reading,2012,https://www.goodreads.com/review/show/388380596?utm_medium=api&utm_source=rss
The Art of UNIX Programming,4,4.17,General Reading,2012,https://www.goodreads.com/review/show/372217001?utm_medium=api&utm_source=rss
Polyamory in the 21st Century: Love and Intimacy with Multiple Partners,3,3.72,General Reading,2012,https://www.goodreads.com/review/show/370160640?utm_medium=api&utm_source=rss
On Bullshit,3,3.58,General Reading,2012,https://www.goodreads.com/review/show/384128715?utm_medium=api&utm_source=rss
The Psychopath: Emotion and the Brain,3,3.87,General Reading,2012,https://www.goodreads.com/review/show/383635615?utm_medium=api&utm_source=rss
"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",3,4.19,General Reading,2012,https://www.goodreads.com/review/show/372219439?utm_medium=api&utm_source=rss
The Sorrows of Young Werther,2,3.72,General Reading,2012,https://www.goodreads.com/review/show/380698741?utm_medium=api&utm_source=rss
The UNIX Hater's Handbook: The Best of UNIX-Haters On-line Mailing Reveals Why UNIX Must Die!,4,3.78,General Reading,2012,https://www.goodreads.com/review/show/380228180?utm_medium=api&utm_source=rss
What the Dormouse Said: How the Sixties Counterculture Shaped the Personal Computer Industry,3,3.8,General Reading,2012,https://www.goodreads.com/review/show/380164734?utm_medium=api&utm_source=rss
Capability-based computer systems,2,4.0,General Reading,2012,https://www.goodreads.com/review/show/379211327?utm_medium=api&utm_source=rss
Reason & Persuasion: Three Dialogues by Plato,4,3.83,General Reading,2012,https://www.goodreads.com/review/show/379119872?utm_medium=api&utm_source=rss
"Rules of Engagement (The Serrano Legacy, #5)",3,4.03,General Reading,2012,https://www.goodreads.com/review/show/375286136?utm_medium=api&utm_source=rss
"Winning Colors (The Serrano Legacy, #3)",2,3.93,General Reading,2012,https://www.goodreads.com/review/show/375285862?utm_medium=api&utm_source=rss
"Sporting Chance (The Serrano Legacy, #2)",2,3.99,General Reading,2012,https://www.goodreads.com/review/show/375285734?utm_medium=api&utm_source=rss
Goodnight Moon,4,4.31,General Reading,2012,https://www.goodreads.com/review/show/374352796?utm_medium=api&utm_source=rss
The Lorax,4,4.35,General Reading,2012,https://www.goodreads.com/review/show/374352747?utm_medium=api&utm_source=rss
Copper: A Comics Collection,4,4.08,General Reading,2012,https://www.goodreads.com/review/show/374330989?utm_medium=api&utm_source=rss
The Jewish War,5,4.01,General Reading,2012,https://www.goodreads.com/review/show/374314191?utm_medium=api&utm_source=rss
Psychology of Intelligence Analysis,4,4.29,General Reading,2012,https://www.goodreads.com/review/show/371832666?utm_medium=api&utm_source=rss
"A Study of History, Vol 1: Introduction; The Geneses of Civilizations (A Study of History, #1)",4,4.11,General Reading,2012,https://www.goodreads.com/review/show/373749526?utm_medium=api&utm_source=rss
The Historian,3,3.78,General Reading,2012,https://www.goodreads.com/review/show/373748722?utm_medium=api&utm_source=rss
The Decline of the West,4,4.09,General Reading,2012,https://www.goodreads.com/review/show/373748279?utm_medium=api&utm_source=rss
"The Forever War (The Forever War, #1)",4,4.14,General Reading,2012,https://www.goodreads.com/review/show/369944033?utm_medium=api&utm_source=rss
The Planet Buyer,3,3.84,General Reading,2012,https://www.goodreads.com/review/show/373730245?utm_medium=api&utm_source=rss
The Waterworks,3,3.45,General Reading,2012,https://www.goodreads.com/review/show/373716861?utm_medium=api&utm_source=rss
Great Mambo Chicken And The Transhuman Condition: Science Slightly Over The Edge,5,4.01,General Reading,2012,https://www.goodreads.com/review/show/369832686?utm_medium=api&utm_source=rss
The Pilgrim's Progress,2,4.06,General Reading,2012,https://www.goodreads.com/review/show/373689712?utm_medium=api&utm_source=rss
The Brain Makers,3,3.65,General Reading,2012,https://www.goodreads.com/review/show/373145761?utm_medium=api&utm_source=rss
The Secret History,3,3.86,General Reading,2012,https://www.goodreads.com/review/show/373138945?utm_medium=api&utm_source=rss
Arms And The Man,3,3.86,General Reading,2012,https://www.goodreads.com/review/show/373130870?utm_medium=api&utm_source=rss
The Perfect Store: Inside eBay,3,3.85,General Reading,2012,https://www.goodreads.com/review/show/373123162?utm_medium=api&utm_source=rss
Modern Egypt,3,2.89,General Reading,2012,https://www.goodreads.com/review/show/373087954?utm_medium=api&utm_source=rss
Urantia: The Great Cult Mystery,4,3.4,General Reading,2012,https://www.goodreads.com/review/show/373027012?utm_medium=api&utm_source=rss
Weird Water and Fuzzy Logic,3,3.63,General Reading,2012,https://www.goodreads.com/review/show/373026972?utm_medium=api&utm_source=rss
Fads and Fallacies in the Name of Science,3,4.06,General Reading,2012,https://www.goodreads.com/review/show/373026732?utm_medium=api&utm_source=rss
"Star Wars: Children of the Jedi (The Callista Trilogy, #1)",3,3.27,General Reading,2012,https://www.goodreads.com/review/show/370976386?utm_medium=api&utm_source=rss
The True Confessions of Charlotte Doyle,4,3.85,General Reading,2012,https://www.goodreads.com/review/show/373007648?utm_medium=api&utm_source=rss
Red Ranger Came Calling,4,4.38,General Reading,2012,https://www.goodreads.com/review/show/372994550?utm_medium=api&utm_source=rss
The Last Basselope: One Ferocious Story,3,4.31,General Reading,2012,https://www.goodreads.com/review/show/372994485?utm_medium=api&utm_source=rss
The Anatomy of Revolution,4,3.78,General Reading,2012,https://www.goodreads.com/review/show/372993281?utm_medium=api&utm_source=rss
The Unabridged Devil's Dictionary,4,4.08,General Reading,2012,https://www.goodreads.com/review/show/372990082?utm_medium=api&utm_source=rss
Empire,2,3.76,General Reading,2012,https://www.goodreads.com/review/show/372985146?utm_medium=api&utm_source=rss
Sinfest,3,4.04,General Reading,2012,https://www.goodreads.com/review/show/372890424?utm_medium=api&utm_source=rss
The Epic of Gilgamesh,4,3.7,General Reading,2012,https://www.goodreads.com/review/show/372614205?utm_medium=api&utm_source=rss
"Wild Magic (Immortals, #1)",4,4.31,General Reading,2012,https://www.goodreads.com/review/show/372535147?utm_medium=api&utm_source=rss
Seven Pillars of Wisdom: A Triumph,4,3.89,General Reading,2012,https://www.goodreads.com/review/show/372531359?utm_medium=api&utm_source=rss
Psychological Warfare (WWII Era Reprint),4,3.93,General Reading,2012,https://www.goodreads.com/review/show/372526406?utm_medium=api&utm_source=rss
Cicero's Treatise On The Nature Of The Gods,5,4.33,General Reading,2012,https://www.goodreads.com/review/show/372521574?utm_medium=api&utm_source=rss
Out of Iraq: A Practical Plan for Withdrawal Now,2,3.59,General Reading,2012,https://www.goodreads.com/review/show/372478234?utm_medium=api&utm_source=rss
Communities in Cyberspace,3,3.52,General Reading,2012,https://www.goodreads.com/review/show/372477087?utm_medium=api&utm_source=rss
A Journey to the Tea Countries of China,4,4.11,General Reading,2012,https://www.goodreads.com/review/show/372475829?utm_medium=api&utm_source=rss
White Light,2,3.92,General Reading,2012,https://www.goodreads.com/review/show/372475599?utm_medium=api&utm_source=rss
The Iron Dream,4,3.61,General Reading,2012,https://www.goodreads.com/review/show/372473786?utm_medium=api&utm_source=rss
The Art of Reasoning,3,3.95,General Reading,2012,https://www.goodreads.com/review/show/372473676?utm_medium=api&utm_source=rss
"Banks, Palaces and Entrepreneurs in Renaissance Florence (Variorum Collected Studies)",3,4.0,General Reading,2012,https://www.goodreads.com/review/show/372473391?utm_medium=api&utm_source=rss
Chimpanzee Politics: Power and Sex among Apes,3,4.28,General Reading,2012,https://www.goodreads.com/review/show/372473048?utm_medium=api&utm_source=rss
"The Rise & Decline of The Medici Bank, 1397-1494",4,4.1,General Reading,2012,https://www.goodreads.com/review/show/372472929?utm_medium=api&utm_source=rss
"Muslim Neoplatonists: An Introduction To The Thought Of The Brethren Of Purity, Ikhwān Al Ṣafāʾ",4,4.5,General Reading,2012,https://www.goodreads.com/review/show/372471712?utm_medium=api&utm_source=rss
The Autobiography of a Criminal,4,3.8,General Reading,2012,https://www.goodreads.com/review/show/372470344?utm_medium=api&utm_source=rss
Dark Empire Sourcebook (Star Wars RPG),3,3.65,General Reading,2012,https://www.goodreads.com/review/show/372468609?utm_medium=api&utm_source=rss
"Attending Daedalus: Gene Wolfe, Artifice and the Reader",4,3.97,General Reading,2012,https://www.goodreads.com/review/show/372468496?utm_medium=api&utm_source=rss
Codex Seraphinianus. Ein Orbis Pictus des Universums der Phantasie.,5,4.44,General Reading,2012,https://www.goodreads.com/review/show/372468278?utm_medium=api&utm_source=rss
"Krazy and Ignatz, 1939-1940: A Brick Stuffed With Moom-bins",4,4.54,General Reading,2012,https://www.goodreads.com/review/show/372457162?utm_medium=api&utm_source=rss
"Krazy and Ignatz, 1929-1930: A Mice, a Brick, a Lovely Night",4,4.54,General Reading,2012,https://www.goodreads.com/review/show/372456981?utm_medium=api&utm_source=rss
"Krazy & Ignatz, 1931-1932: A Kat a'Lilt with Song",4,4.64,General Reading,2012,https://www.goodreads.com/review/show/372456957?utm_medium=api&utm_source=rss
"Krazy and Ignatz, 1933-1934: Necromancy by the Blue Bean Bush",4,4.6,General Reading,2012,https://www.goodreads.com/review/show/372456918?utm_medium=api&utm_source=rss
"Krazy and Ignatz, 1937-1938: Shifting Sands Dusts Its Cheeks in Powdered Beauty",4,4.61,General Reading,2012,https://www.goodreads.com/review/show/372456887?utm_medium=api&utm_source=rss
"Krazy and Ignatz, 1919-1921: A Kind, Benevolent, and Amiable Brick",4,4.56,General Reading,2012,https://www.goodreads.com/review/show/372456830?utm_medium=api&utm_source=rss
The Best of Little Nemo in Slumberland,5,4.38,General Reading,2012,https://www.goodreads.com/review/show/372455401?utm_medium=api&utm_source=rss
ANSI Common Lisp,4,4.11,General Reading,2012,https://www.goodreads.com/review/show/372425356?utm_medium=api&utm_source=rss
"Red Mars (Mars Trilogy, #1)",4,3.84,General Reading,2012,https://www.goodreads.com/review/show/372424387?utm_medium=api&utm_source=rss
"Veil: The Secret Wars of the CIA, 1981-87",3,3.59,General Reading,2012,https://www.goodreads.com/review/show/372424096?utm_medium=api&utm_source=rss
The Debian System: Concepts and Techniques,4,3.98,General Reading,2012,https://www.goodreads.com/review/show/372423298?utm_medium=api&utm_source=rss
"Pippi Longstocking (Pippi Långstrump, #1)",3,3.92,General Reading,2012,https://www.goodreads.com/review/show/372422910?utm_medium=api&utm_source=rss
The Fall of the House of Usher,3,3.9,General Reading,2012,https://www.goodreads.com/review/show/372420635?utm_medium=api&utm_source=rss
The Mysterious Stranger,4,4.05,General Reading,2012,https://www.goodreads.com/review/show/372420595?utm_medium=api&utm_source=rss
The Hidden Persuaders,3,3.56,General Reading,2012,https://www.goodreads.com/review/show/372419773?utm_medium=api&utm_source=rss
A Day No Pigs Would Die,3,3.75,General Reading,2012,https://www.goodreads.com/review/show/372419722?utm_medium=api&utm_source=rss
"Free Software, Free Society: Selected Essays",3,4.11,General Reading,2012,https://www.goodreads.com/review/show/372418680?utm_medium=api&utm_source=rss
"Code: And Other Laws of Cyberspace, Version 2.0",5,3.93,General Reading,2012,https://www.goodreads.com/review/show/372418584?utm_medium=api&utm_source=rss
Free Culture: The Nature and Future of Creativity,4,4.1,General Reading,2012,https://www.goodreads.com/review/show/369830824?utm_medium=api&utm_source=rss
The Jungle,3,3.77,General Reading,2012,https://www.goodreads.com/review/show/372418204?utm_medium=api&utm_source=rss
The Grand Inquisitor,4,4.27,General Reading,2012,https://www.goodreads.com/review/show/372417557?utm_medium=api&utm_source=rss
The Wind in the Willows,4,4.02,General Reading,2012,https://www.goodreads.com/review/show/372417341?utm_medium=api&utm_source=rss
"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",1,4.3,General Reading,2012,https://www.goodreads.com/review/show/372416023?utm_medium=api&utm_source=rss
All Quiet on the Western Front,4,4.06,General Reading,2012,https://www.goodreads.com/review/show/369890614?utm_medium=api&utm_source=rss
The Forlorn,3,3.52,General Reading,2012,https://www.goodreads.com/review/show/372415371?utm_medium=api&utm_source=rss
"Wizard's Bane (Wiz, #1)",4,3.82,General Reading,2012,https://www.goodreads.com/review/show/372409720?utm_medium=api&utm_source=rss
"The Wizardry Compiled (Wiz, #2)",3,3.9,General Reading,2012,https://www.goodreads.com/review/show/372409714?utm_medium=api&utm_source=rss
The Mysterious Island,3,4.11,General Reading,2012,https://www.goodreads.com/review/show/372402412?utm_medium=api&utm_source=rss
"Paradise (The Divine Comedy, #3)",2,3.93,General Reading,2012,https://www.goodreads.com/review/show/372402187?utm_medium=api&utm_source=rss
"The Divine Comedy of Dante Alighieri, Volume 2: Purgatorio",3,4.01,General Reading,2012,https://www.goodreads.com/review/show/372402121?utm_medium=api&utm_source=rss
Inferno,4,4.03,General Reading,2012,https://www.goodreads.com/review/show/372402065?utm_medium=api&utm_source=rss
The Complete Tales of Uncle Remus,4,4.21,General Reading,2012,https://www.goodreads.com/review/show/372401856?utm_medium=api&utm_source=rss
The World Without Us,4,3.81,General Reading,2012,https://www.goodreads.com/review/show/372401794?utm_medium=api&utm_source=rss
Leaves of Grass,2,3.94,General Reading,2012,https://www.goodreads.com/review/show/372401538?utm_medium=api&utm_source=rss
Peer Gynt,2,3.72,General Reading,2012,https://www.goodreads.com/review/show/372401454?utm_medium=api&utm_source=rss
"Neptune Crossing (Chaos Chronicles, #1)",4,3.56,General Reading,2012,https://www.goodreads.com/review/show/372399392?utm_medium=api&utm_source=rss
Bush at War,4,3.53,General Reading,2012,https://www.goodreads.com/review/show/372392114?utm_medium=api&utm_source=rss
The Age of Turbulence,3,3.64,General Reading,2012,https://www.goodreads.com/review/show/372391936?utm_medium=api&utm_source=rss
Rules for the Direction of the Mind,3,3.72,General Reading,2012,https://www.goodreads.com/review/show/372390947?utm_medium=api&utm_source=rss
Discourse on Method and Meditations on First Philosophy,4,3.78,General Reading,2012,https://www.goodreads.com/review/show/372390869?utm_medium=api&utm_source=rss
On Liberty,4,3.94,General Reading,2012,https://www.goodreads.com/review/show/372389576?utm_medium=api&utm_source=rss
"Charlie and the Great Glass Elevator (Charlie Bucket, #2)",4,3.69,General Reading,2012,https://www.goodreads.com/review/show/372388049?utm_medium=api&utm_source=rss
"The Voyages of Doctor Dolittle (Doctor Dolittle, #2)",3,3.99,General Reading,2012,https://www.goodreads.com/review/show/372386511?utm_medium=api&utm_source=rss
"The Story of Doctor Dolittle (Doctor Dolittle, #1)",4,3.98,General Reading,2012,https://www.goodreads.com/review/show/372386416?utm_medium=api&utm_source=rss
Splendors of Meiji: Treasures of Imperial Japan: Masterpieces from the Khalili Collection,4,3.75,General Reading,2012,https://www.goodreads.com/review/show/372376136?utm_medium=api&utm_source=rss
Scythian Gold,4,4.56,General Reading,2012,https://www.goodreads.com/review/show/372376031?utm_medium=api&utm_source=rss
The Ruling Caste: Imperial Lives in the Victorian Raj,3,3.71,General Reading,2012,https://www.goodreads.com/review/show/372364957?utm_medium=api&utm_source=rss
The Sufi Path of Knowledge: Ibn Al-Arabi's Metaphysics of Imagination,4,4.37,General Reading,2012,https://www.goodreads.com/review/show/372364587?utm_medium=api&utm_source=rss
The Protestant Ethic and the Spirit of Capitalism,4,3.92,General Reading,2012,https://www.goodreads.com/review/show/372364457?utm_medium=api&utm_source=rss
Robot Ghosts and Wired Dreams: Japanese Science Fiction from Origins to Anime,2,3.75,General Reading,2012,https://www.goodreads.com/review/show/372364307?utm_medium=api&utm_source=rss
The Bioethics Reader: Editors' Choice,3,3.0,General Reading,2012,https://www.goodreads.com/review/show/372361235?utm_medium=api&utm_source=rss
IQ and the Wealth of Nations,4,3.62,General Reading,2012,https://www.goodreads.com/review/show/372360424?utm_medium=api&utm_source=rss
Symmetries and Reflections,3,4.25,General Reading,2012,https://www.goodreads.com/review/show/372360269?utm_medium=api&utm_source=rss
"Science and Civilisation in China, Volume 5: Chemistry and Chemical Technology, Part 6: Military Technology: Missiles and Sieges",5,4.56,General Reading,2012,https://www.goodreads.com/review/show/372359834?utm_medium=api&utm_source=rss
"The Double Axe, and Other Poems Including Eleven Suppressed Poems",4,4.29,General Reading,2012,https://www.goodreads.com/review/show/372358482?utm_medium=api&utm_source=rss
Copenhagen,3,3.91,General Reading,2012,https://www.goodreads.com/review/show/372358326?utm_medium=api&utm_source=rss
Children Above 180 IQ Stanford-Binet: Origin And Development,2,3.62,General Reading,2012,https://www.goodreads.com/review/show/372357875?utm_medium=api&utm_source=rss
Six Chapters Of Life In A Cadre School: Memoirs From China's Cultural Revolution,3,3.17,General Reading,2012,https://www.goodreads.com/review/show/372357673?utm_medium=api&utm_source=rss
The Legacy of Parmenides: Eleatic Monism and Later Presocratic Thought,4,4.24,General Reading,2012,https://www.goodreads.com/review/show/370992958?utm_medium=api&utm_source=rss
Manalive (Hilarious Stories),2,4.2,General Reading,2012,https://www.goodreads.com/review/show/372355137?utm_medium=api&utm_source=rss
"Religions, Values, and Peak-Experiences (Compass)",2,4.06,General Reading,2012,https://www.goodreads.com/review/show/372354525?utm_medium=api&utm_source=rss
In the Shadow of No Towers,3,3.67,General Reading,2012,https://www.goodreads.com/review/show/372352041?utm_medium=api&utm_source=rss
Balance of Power: International Politics As the Ultimate Global Game,3,4.06,General Reading,2012,https://www.goodreads.com/review/show/372258479?utm_medium=api&utm_source=rss
"H.P. Lovecraft: Against the World, Against Life",3,3.96,General Reading,2012,https://www.goodreads.com/review/show/372253765?utm_medium=api&utm_source=rss
The Nine: Inside the Secret World of the Supreme Court,3,4.09,General Reading,2012,https://www.goodreads.com/review/show/372250430?utm_medium=api&utm_source=rss
Constantine's Sword: The Church and the Jews,4,4.09,General Reading,2012,https://www.goodreads.com/review/show/372249091?utm_medium=api&utm_source=rss
On Thermonuclear War,4,4.07,General Reading,2012,https://www.goodreads.com/review/show/372247460?utm_medium=api&utm_source=rss
